,video_id,comments
251,_ifJqNbWmM4,"['Is this a snippet from a longer conversation? If so, an someone post a link for the full one?', '“I want an entrepreneur who makes as much or more money than me”… isn’t that pretty much every woman out there?', 'How to sum up the video in 30 seconds: we want to find someone who shares the same values, not necessarily have all the same characteristics.', 'My thoughts listening to your discusisons are: \n🤔 Money comes and goes. Someone is rich right now does not guarantee they would stay rich in the future. \n🤔 I admire that you are always certain about your path. But from my observations, not everyone could have opportunities available at the right time to discover themselves before being certain about their path. It is great (and also brave) for them to question themselves, rather than staying still in a comfort zone and not making actions for changes.\n(just my personal opinion)', '🎉thsnksgodilovebronteeesrdeard🎉', 'Thanksgodbrontewardstaffnhdbecamrluckycjarmandkindervofoodolls🎉', 'Boys, I was very forgiving in my 20s; got married to not a perfect man for 10 years, divorced, stayed in a 8y long relationship with another not so perfect man, broke up. All because at the end they did not posses the qualities that I was looking for. Where they bad people? No. Now, I’m very stern about my checklist, and if it doesn’t check out, I’ll die alone. So be it.', 'I think it is about how we appreciate and respect what the other bring to the world and for them to do this likewise to us. That could be anything, a gentleness, money, how you see the world, the moral, intelligens, drive, understanding. You name it. And the willingness to be with that person and feel accepted and respected for who you are. A feeling of wanting to be there with eachother. It brings a value being with eachother. It inspires you to bring out better part of yourself. You want to do anything to not lose that person because the feeling of him or her being so important to you. And you know they would do the same for you.', ""People who don't read just won't be able to connect with me so idk why there is pushback to saying that is a deal breaker."", 'Agree with the, ""wanting to find someone who accepts us."" General combatability ""hopes"" aside, ie good communication, similar sense of humor, similar life golas such as monogamy, marriage, kids. \n\nThose can each play important roles. But, as I\'ve gotten older I relize I want someone who\'s filled with joy that I\'m the person in their life. That I bring a bit of happiness in their day. That\'s enthusiastic about me and who I am. And vis versa me towards them.']"
252,nygxvUP-3gk,"['I appreciate your take and sharing with an honest appreciation of the romance game.', ""This video comes so in time in my feeds. Super enlightening and helpful to remind myself that don't get hung up over one guy that I like but he doesn't show more gestures that this could progress anywhere I want. Keep my North Star in mind ALWAYS. Thank you Matthew."", ""Did she put the cart before the horse and sleep with him before a period of time where they got to kno each otherb and he could pursue HER so his oxytocin could be released? I see this ALL THE TIME nowadays... STOP SLEEPING WITH THEM ON THE FIRST NIGHT WHEN YOU DIDN'T ALREADY KNO AND WERE FRIENDS FOR A WHILE FIRST!! MEN NEED THE PURSUIT/PETUOD OF DESIRE WITHOUT RELEASE TO GET THE OXYTOCIN RELEASE!! And women need the EMOTIONAL SAFETY to have an Orgasm that releases THEIR oxytocin..."", 'This guy is a master at speaking womanese. He spent 17 minutes to tell her she’s a pump and dump, but in a way that a woman might understand and accept. He’s actually kind of brilliant.', 'In the grand scheme of things, this guy wasnt even so bad, there are many men who dont put anywhere close to this effort in.', '🚩🤪""He goes to London because it\'s fun."" 😂😂😂 London. Fun. 🤣😂 I\'m dead. 💀', 'This came to me at such a crazy wonderful time.', 'Thank you Matthew. I needed to hear this. My eyes are open wisely now ❤', 'I don\'t usually watch ""dating"" programs but what I really like about Matthews work is how well he reads these situations, sometimes a caller has a question and he seems to really get where they\'re coming from, no judgement, I really enjoy his way of analyzing things. So refreshing!', 'If a man discusses how he goes to Burning Man or participates in annual guy trips...sign to me to run for the hills!']"
253,ZNdMKlmaOeI,"['So then do men want not successful& with no achievement women??', 'Men do not find any women intimidating.  Men find agressive women to difficult not worth the effort.', ""A professor that doesn't make enough money relative to the economic situation is not successful...let's be honest. Yeah he's smart and might have done great things but his lack of ability to gain financial resources makes him by default unsuccessful. A person is paid based on their worth/value that they bring and a professor that doesn't make good money relative to the economy is not valauble by default."", ""Lol, MOST women want men to make just as much money as them but preferably more than them period full stop. If a woman had to choose between two men all else being equal she's choosing the man who makes more money always. This is just a survival instinct on their part wanting to know that the man they have is able to provide for them and a potential family if they decide to have one. This is why women are attracted to successful ambitious men because usually that equals financial success."", 'I can’t seem to make any handsome successful men happy, they feel jealous and speak to me like a dog.  However, I am dating a man who made enough money to retire at 50 and he’s more feminine than me!  Oddly, I am not as attracted to him sexually because he doesn’t act like an alpha but I will try to get to know him and see.', 'Losers be better than women more tren  more men', 'I have heard women friends and dates who have told me that exactly. They do not date down. Only equal or more.\nI was a millionaire engineer who went out on a date with a south asian doctor in her ealry 30s in the bay area. \nShe told me she is now dating me because she has to date down in her 30s to get married. \nI was an early 30s engineer who has a million dollars in net worth in stocks and own a house.\nShe has 300k in debt, no savings, living with her father, and has a higher income. She believes she is settling for me...\n\nMen have heard this over and over again and now take the hint and stop asking women who price themselves out...', 'The answer is exactly the reverse. Successful women don\'t want men who are less successful. In fact, a study a few years ago said women want men to earn an average of 150% of what the woman earns.\n\nMen have nothing to gain from women\'s money. Ask ANY woman, regardless of income, if she\'d be willing to foot the bill for anything (or everything) in a relationship. Old saying that tends to be true, ""what\'s hers is hers and what\'s yours is hers.""\n\nMen prefer pleasant, attractive young women. Women with money tend to be older, tend to be unpleasant and tend to be unattractive. Thus, they tend to not be what men want.', 'oooo controversial start Im listening.', 'And that is quite alright. I am aware that due to my tenacity I got myself pretty high up. And I do not expect an average Joe to try and impress me. But I fail to believe that there are no more men left out there that are capable of taking care of me at my level.']"
254,kfTBC506jec,"['3rd date: Minigolf, Arcade hall, table tennis, boat trip, paintball, planetarium, botanic park, some sort of action based activity (of course in consent with the date partner). Sth. that get you out of comfort zone and show your playful/fun side. I like to see how a guy reacts to genuine new situations- it shows a lot how he will cope with situations in the future.', 'Well, I do not have much dating experience myself but have a ton of innerwork done to the point, that I reached a level of mastery over somethings, finally gained my confidence back. Honestly am not even sure if somebody will value it, I sure do value it and I love myself for it. I slowly realize that I acknowledge and recognize my growth is does not matter if the person I like notices me or not. It does not matter as long as I have fun and I shine somebody will eventually come and I´ll have much fun being me, people are bound to notice, its about letting one self flow in recognization of oneself life is worth living for the sake of being who we can here to be. Us, all is self.', ""So true. I'm shy in a big company. When I see shy guys who try to approach me but can't ask for a date directly I feel irritated. I don't like this my trait and can't stand it in guys.directly"", ""Man should worry that much ..I always appreciate kindness,bravery..I don't care about your account,or expensive dinners,be yourself!"", 'This video is so needed. Dating at any age is difficult. Hearing this brought so much light to this topic. Thank you for this video. 🙏🏽✌🏽', 'Iwasheartthrobebutwasabouttobebutcheredfrommyexhusbandandrealbrotheriamrunningmylifeorformyselfallmylife', 'Thanks god I have good male 😜 colleagues but friendsonly', 'Youaregoodegg🎉', 'Mathewyouareamazingmango', 'Wow you did an actual matrix I love that on the visuals.']"
255,6IU92gH6vO0,"['Thank you Matthew 🌹🌹', 'Lovely work you doing there and for sharing such rich messages 🙏 keep up the good work. My inspiration', 'Mate, I have never even talked to a woman. What is your advice for such a mental virgin? Where to find a space to learn this?', 'You speak so well! It’s exciting to watch your videos!', 'Ah, to capture the essence, the beingness to absorb it and to reflect it back and show acknowledgement, empathy. I understand now thank you, it makes me click and regardless of what happen, I am a better version of myself regardless the field in which I unfold, thank you. :D', ""Blue pill propaganda.  Facts are 80% of all divorce proceedings are instigated by women . Nothing a man says or does will ever be good enough for most modern women. There's thousands of videos across multiple platforms about the true nature of modern women, everything from clinical interviews to street interviews to podcasts. Men are waking up to this in record numbers every day, decent honest men have had enough of this madness,are walking away from entitled modern women who treat men as disposable accessories/ emotional tampons in droves every day. What does that say about the state of modern women when thier own decent honest men don't want them anymore, the juice isn't worth the squeeze."", 'Six sigma of relationships 😂! Irony of 21st century: more divorces gonna happen, people will feel empty anyway, because people or relationships gurus  are making it so process based!! 😂 acting and overthinking is on its peak!!! What a dud society we live in!', ""I've a first date in an hour. \nFeels like I'm going to war 😂"", 'Silly goose- oh course that marketing team was 1. Listening and 2. Echoing back to you what you shared. That’s marketing!', 'What you share in your work is teaching me to be a better human. I know I have not always been a good listener, so I need to focus on that skill, and really be in the moment, be present, be focused not distracted and ready to jump in, allow you to fully have my attention.']"
256,nRZRsX4Wjis,"[""If the kissing isn't good, the sex probably won't be either, in my experience. Kissing should be sensual, an initial exploration of what each other feels like and the attention paid to making each other feel good. That said, people can learn to be good at kissing and at sex, but the real tell is if the person is not open to learning, or even more to the point, hearing that they have something to learn. If that's not there, then the sex will never be really good. Seems like the first step is to get to know one another and understand the level of comfort and experience with sex - and with taking feedback on what feels good - and what doesn't."", 'Sex also has a lot to do with physical compatibility, size of peewee matters, I found. It has to be comfortable.  Also how someone smells and feels to you, skin tone and feel.  I had the best sexual chemistry recently but we were so different in other ways.  I could have sex with him all day and night but after the sex, I wanted to run away.', 'OUTSTANDING video!!!!!!  ❤😊  It REALLY helped me. Thanks for all that you guys do!!!', ""I love it....some nites say....Can we just have some LAZY sex cuz we're both exhausted but at the same time we're horny!!!!! That was HILARIOUS  Matthew!!!!😂😂😂"", 'Nope, nope, nope, nope, nope, nope, nananananananana - mmm-ba- tsh- no!', 'This is the first video of yours I have arguments towards hahahah', 'Im sorry but i would rather be single than be with a man with whom I had not enough chemistry. If I don’t feel like I want to rip your clothes off by the third time we see each other it’s not going to improve with time. I’ve tried waiting it out for a few months before too a couple of times bevause besides the attraction they would have been a great fit,  and then they kept becoming more and more attracted to me and they were that much more upset and confused when I finally broke it off. Obviously I didn’t want to tell them that my sexual attraction was never as strong as theirs was because that would be so cruel, so it was very hard to break it off with them and then I felt guilty and tried to force myself to improve. I don’t consider myself to be shallow either… the men I’ve found myself to be the most attracted to are not always conventionally handsome. It really is a subconscious biological instinct and if you have to think about it or force it it’s not there.', 'My personal experiance Was that it took time to grow together but we did and it was the best Sex ive ever had even though I had mindblowing Sex with other guys before. I really struggled to hold on to him but it was the right decision to do. But you need to see potential for making it possible and both must be in working it out! It can become great and even more or truly intimate. Like a car that you just got just like that or the car you really worked hard for. A guy isnt a car but this guy also tried and put value in this! That is a value that falls the thing as well and makes it even more intimate. You sat with them may be helpless in front of each other. Youve been vulnarable with them and they took it and the other way around. That builds a lot intimacy and learning about each other.', ""Great video, guys! These are topics that are worthy of more discussion. Absolutely. For me and in my experiences, great sex starts WAY before the bedroom. I'm a bit older (40s) and unlike when I was much younger, I now find myself sexually attracted more if the guy is intelligent and confident (real confidence - not the arrogant false confidence many portray in their younger years). Sexy is in someone's soul... not their looks or words necessarily or what they own. It's in the person behind the superficial self. If I see things in them - values and integrity that align with my own - well to me, there is the turn-on. There's nothing sexier than a real connection. \n\nNow to change direction a bit - this video discussion may be a place where those reading this may be able to answer a question - for EVERYONE or ANYONE who wants to comment - please do: Has anyone ever kissed someone, I mean an open mouth kiss in a romantic way, and you cannot sense or feel their tongue ANYWHERE? Meaning, they initiate a kiss like that, yet do NOT use their tongue AT ALL?? Has anyone reading this EVER encountered such an odd (and to me, kinda creepy) phenomenon? 🤔 And this happened a 2nd time with this person on a different occasion. Needless to say, I didn't accept any more dates. I had never experienced that before or since, and it is very, very strange to me. While this was quite a while ago for me, I'm still confused by this act/behavior. Does anyone here have any thoughts on this? Just SOOO weird 😕"", 'Boy! That guy is a romantic, which is what he says can set up for future failure. \n\nRelationship (love and sex) gets better given the opportunity; \n\nIt\'s important for people to be comfortable with themselves  - no self-consciousness even about nakedness; Sometimes you just wanna get naked and get it on  - even as a woman, and then another time you want the foreplay/game/tease, bites and nips\n\nMen should know that women can have orgasm without penetration, control yourself and give her that satisfaction; You  can freely enter after you have enjoyed her satisfaction, it\'s your turn now, and trust me, she get on in there with you again, but learn, Men! to give first and then your reward is great! \n\nLove is giving, is satisfaction in itself, which leads to greater satisfaction.\n\nSex is a natural outplay of caring, unless it\'s for money, but experience and knowing all the techniques does not a satisfactory lover makes, yet it\'s exciting and exploratory; In marriage the ""bed is undefiled"", go where no man has gone before within the principle of nature i.e. no anal - that\'s for defecation! Excuse me, if you don\'t know that, then stay away from the bedroom  - you ain\'t even an animal, \'cause they know that instinctively.  Go figure\n\nThe whole problem in life is there can\'t be natural without spiritual; No sex without Love which chooses a monogamous partner for creating family - more of you; Sex is a spiritual thing, manifesting in the earth; Why do you think the gods love it so? It worships them, the use your body to try ascend to the heavens  - get real people! Get God! And all earth is yours']"
257,jdUqFL9rTTM,"[""I am dating a guy right now for 5months hes in US now he just visited me last month here in Thailand , hes not also ready to commit even all he do care about me telling me i am the most important person in his life now bla bla bla. He also gave me some training for work and learn things and get the job from his friends company hes helping me alot. Thats not what i want, i am so confused should i stop this attachment to him and my feelings for him and focus the job he wants to give me I've been stress for few days after he left i really need someone to talk i don't deserved this things I've been hurt i dont want to happen again😭😭😭"", ""She'll still be the same even after his 30-minute therapy, lol."", '""Boring, pointless,  stop wasting my time""\nWow! That\'s  powerful!\nThank you so much for this, I really needed to hear this. I am learning a lot.', 'I’ve  listened to your advice from day 1 and now I’m married so thank you.', 'Give the guy space to decide if he really likes to divorce. As for her, she should move on. Not wait for a guy who doesnt know what he wants for his future. \n\n6 months is way too long to wait, to know if the guy wants to include you in his plans. \n\nDivorce is an emotional battefield. How can she expect the guy to give her 100% if the guy is not yet finished with the divorce process?', 'Girl..stop being weak and foolish. Also, don’t date married men. Leave…that is all!', 'She is gorgeous, she deserves the best!', ""We've only dated 2 months. Usually I'd be more patient but she's moved to another country to study her PhD. Without it being official and with her being quite unnafectionate on phone calls and texts it feels more like a friendship, more like I'm just an option. She openly says she has doubts right now because of the distance so wants time. To me that makes me feel like maybe I'm wasting time investing in this person. Any advice?"", 'I loved this. I honestly felt as if he was speaking directly to me. You have a gift Matthew, thank you for sharing it with the world!', 'thank you']"
258,PKj2E6Besnc,"['I broke up with him and than I instantly felt so bad and was begging and pleading him to come back.  I don’t know why I did but for 2 months and now I’m embarrassed of my actions…now I’m in no contacts for a week so far…please help my heart is breaking 💔 I did it to my self but I have been with him for 10 years. Thank you', 'Thank God I stay single!!', 'My philosophy is we bring all the same shit we always have in relationships to the next if we don’t work it out. Breaking up is generally done when people don’t want to deal with what being in relationship does. It is the most reflective of who we are as humans. All that yuck is you. So in terms of breaking up in the most ideally healthy way is to understand we haven’t done the work on ourselves to be capable of what true intimacy requires. Few people know how to be truly intimate, to truly care for the heart and needs of another. Most people use relationships as some mental projection of their own ego, and it has very little to do with who the other person really even is. Most people have little better than business deals, not actual intimacy. Most people have never known real intimacy.', ""Hey, we where in relationship from past 4 months he really cared for me and I yo really care for him but few days back I got to know something he lied to me and I understand his prospect why he had to lie to me about that. But you know what. After that he is just ignoring me and gave him space and didn't Annoy him he called me at night 4 days back I was in gathering due to which i wasn't able to answer him. I texted him later that i will call you shortly and did call him but his phone was off i texted him i called him he didn't see either of my texts early morning he saw my texts but didn't reply me. I called him in evening he didn't answer my call then i texted him how are you is everything fine i got to know he hae blocked me on WA after that i called him he didn't answer me again either. He didn't even call me back he wasn't like this... He is ghosting me today I sent him goodbye letter he saw it nut didn't respond it's been a day.\n\nCan anyone please tell me what's happening to him why is he doing this?"", 'Would you change anything if it was a marriage and not just dating ?', 'is this applicable to an unwanted seperation in marriage?', 'you’re wrong. It’s the opposite. If someone said they’d do anything to be with me I’d take them back. Non chalantness and pretending to be ok is a turn off.', 'Thanks so much', 'This is the most accurate fact that we must deal with but so hard to do it properly. It is so hard to keep the sanity intact, so help me God', 'Him and I had plans to be married and we had built a home together. Things got very toxic after his roommates moved in and he stopped sticking up for me. Two weeks before we broke up and he kicked me out, I got promise rings, promising for us to be together and grow old. Promising not to let anyone close to his heart. He stuck around for a while after we broke up from a distance, and just wanted to be physical with me. Within two months of us being apart he’s already in a new relationship. I feel so heartbroken and alone. I feel like my world is not what i thought it was. I don’t know what to do now. I was so in love with him. He hasn’t reached out to me at all, I’ve done all the reaching out. I need to pick up the pieces. I just cannot fathom the thought of him not missing me or wanting the love I gave him.']"
259,EjK5aRyhKpI,"['He has two small children. By 2 different women. In a different state. I’m childless. I love this man so much, I just can’t deal with his circumstances. I tried. For almost 2 years. But now I’m being made to feel like a quitter. Like I don’t love “enough” because I knew in my heart I would end up being very unhappy if I were to stay. I’m still so torn…💔', 'YES! I am the one who got away! I was just told by two of his own family members that I dodged a bullet!! His own family said that to me! So was he The One? No for f’s sake he WAS NOT. I am worth so much more! Cliché but oh so true. I’ve let go and moving forward now. The scales have tipped toward my future and I’m still lonely yes, but now I’m looking forward to what’s ahead, and who is ahead and in the meantime choosing to see myself as loveable and good and making my life happy. Bloody Hell it’s been hard but 3 1/2 months on I can’t actually believe I’ve had a day without crying and feeling generally content. I’ve worked through feelings and done a lot to help myself heal, and there’s more ahead, but it’s getting better, it truly is. I hope this encourages anyone reading because several times I just wanted to die, literally. And now I don’t, I want to live and love. And can genuinely laugh. He is fading in my memory so I get through a few hours and realize I haven’t been pining for him and haven’t even thought about him. I can look at photos of him without falling apart. I even saw a photo of him with his ex wife - who he went back to after 7 weeks - and it was a shock and I felt angry but still, know I have better ahead for me than they do with their dysfunctional relationship. But it’s up to them. They can do well or not, my focus is on me and me doing well. And so yes, I am The One for me. And one day I truly believe I will meet my man. The one who pursues me and makes me his priority in a way I realize this other guy never could. Who wants that? No not me, I want the real thing. And he will find me 😁. Meanwhile I’m finding out who I am again, and being my lovely authentic self. Thank God!', 'It was meant to be and I ruined it! How can I go on without them?', 'Them not wanting to be in the relationship enough could have been my fault. That’s why none of these videos help me, because I know that I was the issue. If I was different they would’ve found more value in staying with me.', 'What if someone chose not to be with us because we didn’t give them enough reason to stay? We fell short of their expectations and lost value in their eyes.\nSo it gave them the bravery to leave, even though you begged and told them you were willing to keep working on it?\n\nWhy would they want me to move in when they weren’t willing to work things through? \n\nThey just left when it got rough.', 'I reconected with my high school crush from 40 years ago,  but she lives 4000klm away on the other side of the country,  due to a previous bad experience,  she chose not to pursue a relationship  that was long distance,  even though we both had feelings  for each other. It hurts tremendously,  but all I can do is  accept her decision and move on.', 'Me and my former professors giant obstacle: my ex husband threatening to make accusations that would get him fired. 🥺😣', 'I have this girl who feels the same as I do even after I hurt her. How I hurt her was by not telling her something I should’ve at the beginning of the relationship. I told her however at the beginning I went through a lot in my previous relationship and need to regulate my emotions before I jump in. Well life brought us together. If I was stronger and felt like I could’ve trusted her I would have said so sooner. She says when she’s with me, everything is perfect. But when I leave her side she feels that hurt again.. help', 'the truth is that you have to let go of the idea that they were the right person', ""This is what I am going thru.....I  met a wonderful man, we clicked, both admitted we had feelings for each other and neither had mentioned exclusivity after 2 weeks, and he saw I was still online sometimes and got upset, said he feels my words werent matching my behavior, he felt we shouldve been exclusive...so he backed out...we send texts occasionally but I'm heartbroken and cant help but feel he was THE ONE and cant even bring myself to look at anyone else because they dont measure up to him.....what do I do?  We are in our 50's.....😢😢""]"
260,JFgAJ7K_LNQ,"['Matthew am Deepa ,The Deep View .oho You are going that so that one you', ""Sometimes, we need to look within ourselves and ask why are we getting triggered. Many people have unhealthy attachment styles and make the assumption it's the other person's communication style that is the issue."", 'Eh as soon as I get dry texting I’m drastic and cut it off. No time to try to figure out a man. We’re adults people.', 'What\'s so frustrating as a man is I try to be engaging by asking unique questions, showing interest in the other person, and revealing points of information about myself that they could hook onto if it catches their interest. I very rarely get that same energy back, at best it\'s a vague answer ending with ""hbu?"" \n\nI really am trying to be open minded, giving chances, and putting in an honest effort. What\'s wrong with people and their lack of intention ? How do they plan on developing any kind of connection if they can\'t hold even a simple conversation? \n\nThe ""just move on they don\'t like you that much"" is bringing me to the conclusion there isn\'t a single person who can reciprocate my basic level of effort. I texted this one girl a well thought out message ending in a question about her and she just replied with ""hi Adam"" 🤦🏽\u200d♂️ why even respond to me at that ? point ?', 'Why would I treat you like a girlfriend while I’m just at the top of your roster. I’m probably not even top. She’s probably already getting good morning/ good day texts from someone else.', 'Honestly. How did people do it back in the day? We’re not obligated to respond or talk to someone everyday. Wouldn’t that build some excitement', 'What if he said “I’m sorry, I’m just so bad at replying” ? Which is so annoying btw 😢', 'I needed to hear this thank u. <3', 'I think texting is the #1 problem in dating today. My parents got together without texting and were just fine. Why should I expect or text with someone after a first date? The early stages you don’t know this person and I think it’s crazy to expect daily texts from someone. It’s a false sense of intimacy. I’m much more interested in if he’s consistent with making plans and taking time to get to know me. The daily text can come later, I don’t need them to soothe my anxiety, because that’s all that it is.', 'A guy said could not see me and wanted to kiss me. I told him commutation is like a kiss to a me.']"
261,TSMxfOMqNyQ,"['People around me ashamed me being single', 'Wow, I just turned 30, was crying thinking I will die Alone. When you guys put it like this it really changed my perspective. \n\nI think because most people have been married off you feel left behind, but also you see social media telling you that you are too old and that you will die alone especially as a woman. \n\nI wish everyone could watch this conversation it’s really healing.', '18:36 thank you for expressing this thought and perspective of the true nature of things as being impermanent and unstable 🙏🏼🤍', 'Omg the insight of ruminating over past mistakes is a form of waiting is GOLD! It changed the way I think, cause I tend to do that so much...', '""nobody is safe"" HEARD.', ""I'm trying to learn to be happy being single. I realized I was so focused on my relationship that I lost sight of everything else. It takes two to be in a relationship. Although I am open to love. I do know there is a very real possibility I could be single for life. I'm relearning and retraining myself to be more self reliant but it's hard given my insomnia and other limitations"", 'Marriage and children are not guarantees that one will not “die alone”.', ""I do actually think the fear of being single MIGHT be a 'societal thing,' because our individualistic western culture prizes independence... we all live in separate houses and take care of what's within those four walls. If no one else is in that house with you, many of us aren't taken care of, checked in on, supported etc. Some are, but maybe that's bc they've formed a phenomenal friend group, have a church community, or an extra special neighborhood...but I don't think it's the norm. In America, if you're single and live alone, I think the average person is very much alone. It makes me wish we still lived in tribes and collectively cared for singles, widows, and elders. The fear of not being married would be far less. Yes, you might miss the sweetness and companionship...but the FEAR (the actual survival-based fear) would be far less. You'd know no matter what you'll be safe and looked-after. Praying our society reaches a place where this is a community expectation and not for a privileged few."", 'I really needed this today thank you 🙏', 'Life took me my marriage, my family and my 20yo son who was taken away by demons. But a new era is there for me if I want to… thank you Matthew, I’ve been following you for years and your humanity gets deeper ❤']"
262,Yw1L1hPmOrE,"['♥️♥️♥️', 'I\'ve been very sincere about my thoughts and feeling when something had happened that made me feel afraid or anxious... Their answers have been ""you are thinking something about me that was set in your past, not because of me..."" Aka ""it is your issue, not mine, it\'s your work not mine""... Two guys, same response, that made me wonder if should I talk openly about my insecurities or just manage them by myself....', ""i finally tried to be vulnerable and put down my weapon with this guy, but it turns out he didn't want to be the one to support me or reassure me. he thought it was me being too anxious and overthinking everything. is this true that it is all on me to fix? or is it important for the partner to help create a safe space to share these vulnerabilities and help work through them? he just broke up with me because he said i was too insecure, although i kept all my insecurities about the relationship to myself, but he said he could tell i was overthinking. i started to try to open up but it didn't seem to matter to him nor did he want to fix things."", 'Best advice I got recently is to send special notes as a letter and not a text.. I use this app Text a letter to send real letters so I guess its still basically like texting idk #teamlazy', ""Oh wow you re so nice this is exactly i do to my sweetest boyfriend which i regret so much everytime i do this. I'm just saying I'm soo sorry for of that and i really really don't wanna do that again. Thank you so much for you. Cause i nevzr understood what i was doing. Atleast now i do where that comes from and nothing that mt bf did is the reason to all of that..."", 'Very helpful', ""Women, you are small and week, and men like that, so act small and week and vulnerable, and he will like it. Just don't ask him to do the same in return, you won't like it the same way."", ""I feel like we do also tend to be attracted to people who activate our core wounds. I've been in serious relationships where their going out put a distance between us but short term ones where it just wasn't an issue at all."", 'I really needed this video! I am definitely going to use your tips. Thank you for covering topics that so many YouTubers fail to address. Cheers mate 🔥🔥🔥', 'I love this video. Thank you Matthew']"
263,RJ1rUAsJq4g,"['Thank you so much i needed this video', 'Hahaha I needed this! Thanks Matt❤', ""Its the opposite for me.... I talk to this girl all the time and we have a pretty cool relationship going on.. but she stopped liking my stories and my pictures and that's what upsets me 😔"", '„If someone wanted to reach out to me, they would“.', '❤️', ""If he sees my ig stories it means he's in love with me. Period."", ""You have discribed my situation in this video thank you for all your advice from your videos you've a really big help from my break up to helping me with the healing process keep up the good work Mathew and thanks again"", 'Love the Easter bunny 🐰 analogy ❤ brilliant 🎉', 'Thanks man.', 'This video helps me in my current situation']"
264,0LO_-CzMF1E,"[""Phew, this really hit home. I am very guilty of focusing entirely on how I'm making the other person feel and how they may view me instead of how they make me feel. It goes both ways, so thank you for this humble reminder."", '💥', ""We admire and the run romantic fantasy scenarios in our heads. Our hopes and wishes and maybe our fears, too. Ignoring the reality of how they make us feel. This is unfair to the other person as well as ourselves. Give the guy a chance by not giving in to fake scenarios and you'll give yourself a chance to see them in a proper healthy light."", 'Thanks Mathew! \nNow if u dont mind-reincarnate that same Energy into why its so Important to remain by yourself until you get it.', 'The problem is ""where the hell was this video before I got married!!!""', 'I love you', 'My first question to my self is... What guy ?!?', '❤❤', 'Great advice', 'Eso desia sonora 😂😂😂 ay si']"
265,UzyOXu0Wp18,"['Am I the only one who rapped along with Eminem’s 8-Mile line 😂 here tell these people something they don’t know about me! 😂😂❤', 'So should one give in to desires and then see if the love still is there?', ""Agreed... Don't give up the things you like because of someone you like too...."", 'ok but lets not pretend that line so many women have low selfconfidence and mental issues while most men are super mentally stable. i think they just tend to hide it better and thus expect something in the other they themselves actually cant deliver.', ""uhm ok, what if you have done ALL THREE like efeup royally, can I undo the damage somehow???? like help, I'm trying to work on myself, focus on me, but now what....like in partial terms, cause saying to me love yourself, yeah sure. help, how can I fuckig heal...."", 'Communication through flick sea water in my hair, kettle water, trees dogs. Human 2 human relationships.', 'I think some of us girls are getting tired of being that manic pixie Dreamgirl, and they get bored', 'As a woman I’ve been told “wow, you are like a model. Why did you even go on a date with me?” But he said it in a sincere cute way. I thought it was endearing and genuine. It didn’t kill my attraction or turn me off at all. Don’t you want to be with someone who appreciates you and is vulnerable with you? He was also great looking. I was surprised he thought like that. I made sure he knew he was on my level, but it did make me feel safe too. I like when the guy notices me and gives me compliments. That makes me like a guy more, not less. Idk maybe everyone is different. I went on a date before with a really hot guy and he didn’t compliment me at all. That didn’t kill my attraction to him, but it also didn’t build attraction either. I think on a date if a woman dresses up and looks pretty the guy should say something. If he doesn’t find one thing to compliment her on I see it as a red flag. It can be her outfit, her eyes, smile, personality etc, but he should be able to compliment one thing on the date. If he can’t that signals to me he’s going to take me for granted completely. Why? It’s the first date - if you can’t compliment me now in the early stages - I know 5 years going in I’ll never hear a compliment. Women also take a long time to get ready for a date, wash our hair, shave legs, put makeup on, make sure hair is perfect, make sure we wear something nice, the right perfume etc etc. Every detail matters. If I take 1-2 hours to get ready at least tell me my hair looks nice or that you’re happy to see me anything. If I don’t get a compliment chances are the second date (if I go on one again) I won’t put much effort in. I’ll wear normal clothes and not do much with hair: makeup because you don’t notice anyways. Same for men. If a man opens the door or pays for dinner or anything cute- we should make it a big deal and be genuine, happy! If we don’t they might stop doing it because we are not being appreciative. \n\nI love openness, communication and genuine. I wouldn’t judge a guy for that at all.', 'I get Matthews point, but we should be w someone who accepts us. But talking about our insecurities as a leader behavior is a turnoff. Agree on that.', ""Don't be attracted but be attractive\nThese days suck""]"
