,VideoID,Date/Time,Title,Description,Tags,Duration,Definition,Caption,Views,Likes,Comments
465,xrMOWqtyMnY,2022-07-26T13:00:37Z,The EXACT 5 Steps To Get Over A Toxic Relationship! (Moving On) | Apollonia Ponti,"[FREE EBOOK] 9 SIGNS YOU'RE IN A TOXIC RELATIONSHIP: 
https://www.apolloniaponti.com/toxicrelationship

FREE TRAINING  ""How To Attract Your Dream Woman"":
https://www.apolloniaponti.co/loa-offer

***VISIT MY WEBSITE HERE: 
https://www.apolloniaponti.com

MEN'S MASTERY VIP COMMUNITY W/APOLLONIA: 
https://membership.apolloniaponti.com/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com


© Apollonia Ponti. All rights reserved.","['toxic relationship', 'toxic relationships', 'narcissistic abuse', 'how to get over a toxic relationship', 'how to let go of a toxic relationship', 'letting go', 'how to move on', 'apollonia ponti', 'dating advice for men', 'bad relationships', 'signs of a toxic relationship', 'dating tips', 'toxic ex girlfriend', 'relationship advice', 'how to let go', 'bad relationships signs', 'toxic', 'toxic relationship signs', 'relationship advice for men', 'dating coach for men', 'moving on from toxic ex']",PT10M29S,hd,false,6018,272,63
466,GOmn07D-RDc,2022-07-24T16:00:16Z,Johnny Depp Vs  Amber Heard | What This Means For Men Dating & Relationship Coach Shares Thoughts,"[FREE EBOOK] 9 SIGNS YOU'RE IN A TOXIC RELATIONSHIP
https://www.apolloniaponti.com/toxicrelationship

Domestic Abuse Hotline:
https://www.thehotline.org/

Videos About This Topic: 

Love Bombing: 
https://www.youtube.com/watch?v=aWgsrwf_Y1w

Narcissistic Abuse: 
https://www.youtube.com/watch?v=ZPDF1z-4NvA

What is Gaslighting Blog: 
https://www.apolloniaponti.com/gaslighting-in-a-relationship-the-5-signs-of-gaslighting-how-to-stop-it/

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com


© Apollonia Ponti. All rights reserved.","['johnny depp', 'amber heard', 'celebrity news', 'johnny depp news', 'amber heard johnny depp', 'johnny depp trial 2022', 'dating advice for men', 'dating tips for men', 'apollonia ponti', 'depp vs heard amber appeal', 'narcissistic abuse', 'trauma bonding', 'relationship advice for men', 'depp heard trial', 'relationships', 'dating coach', 'relationship coach']",PT10M37S,hd,false,4052,239,72
467,VCURh1zUx7I,2022-07-21T15:41:48Z,The BEST Way To Deal With A Girl Who Ghost You! (EXACTLY What To Do),"[FREE EBOOK] 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make

FREE TRAINING VIDEO ON HOW TO ATTRACT YOUR DREAM WOMAN! 🌟
https://www.apolloniaponti.co/loa-offer

In this video, I talk about when a woman ghosts you. Exactly what mindset to have that will set you apart from the others and how to move forward in the healthiest way possible.

VISIT MY WEBSITE HERE: 
https://www.apolloniaponti.com/

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session, please reference my blogs and videos, which is why I provide this content. Due to volume and fairness to paying clients, please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com


© Apollonia Ponti. All rights reserved.","['being ghosted', 'she ghosted me', 'getting ghosted', 'what is ghosting', 'dating tips', 'she ghosted you', 'why women ghost men', 'why woman ghost', 'she ghosted me will she come back', 'dating advice for men', 'relationship advice for men', 'signs ghosted', 'why ghosting', 'ghosted', 'signs she ghosted you', 'why she ghosted you', 'what to do when she ghost', 'what to do when she ghosts you', 'she blocked me', 'signs of being ghosted', 'apollonia ponti']",PT8M,hd,false,83411,2087,231
468,SV16eEeWAdo,2022-07-19T13:00:11Z,"Outsmart The MANIPULATOR Just Like THIS! (NEUTRALIZE, EXPOSE, RESPOND)","[FREE EBOOK] 9 SIGNS YOU'RE IN A TOXIC RELATIONSHIP 
https://www.apolloniaponti.com/toxicrelationship

Hi All, I talk about outsmarting a manipulator in this video. As you know, I bring as much truth to my videos speaking from someone who has been through this and is in your shoes if you have. I wished I  had a video like this when searching for help so I  only hope and pray this video supports you and leads you to better choices. xoxo 
If you or someone you know is suffering from abuse, please get help. Here is a link for resources. https://www.thehotline.org/

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

MEN'S MASTERY VIP COMMUNITY W/APOLLONIA: 
https://membership.apolloniaponti.com/?el=youtube

VISIT MY WEBSITE HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session, please reference my blogs and videos, which is why I provide this content. Due to volume and fairness to paying clients, please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.

0:00 Introduction 
0:38 Disclosure
1:38 NEUTRALIZE
3:02 EXPOSE 
4:44 RESPOND 
6:00 No More Manipulation","['how to outsmart a manipulator', 'manipulative person', 'signs of manipulation', 'how to handle a manipulative person', 'emotional manipulation', 'manipulative people', 'how to confront a manipulator', 'emotional abuse', 'how to outsmart a narcissist', 'manipulative people who pretend to be nice', 'manipulative personality', 'how to manipulate a manipulator', 'dating advice for men', 'apollonia ponti', 'relationship advice for men', 'life coach for men', 'dating coach for men']",PT6M42S,hd,false,15434,526,56
469,uC9JigIrYLg,2022-07-12T13:00:35Z,"5 Signs You're Needy & How To Recover and ""FIX IT"" | Codependent Relationships","[FREE EBOOK] 9 SIGNS YOU'RE IN A TOXIC RELATIONSHIP! 
https://www.apolloniaponti.com/toxicrelationship

BREAK-FREE OF CODEPENDENCY PROGRAM:
https://www.apolloniaponti.co/break-free-of-codepedency-sp

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

VISIT ALL MY WEBSITE HERE: 
https://www.apolloniaponti.com

0:00 Introduction 
0:34 Happiness is dependent on them 
1:09 Overthinking Negative Possibilities 
1:34 Validation & Praise Searching 
2:12 Wrong Idea of Love 
3:09 Checked Out Constantly 

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com


© Apollonia Ponti. All rights reserved.","['how to stop being needy', 'neediness', 'codependency recovery', 'neediness in a relationship', 'signs your needy', 'codependency relationships', 'how to not be insecure in a relationship', 'dating tips for men', 'dating advice for men', 'relationship advice for men', 'apollonia ponti', 'codependent relationships', 'how to stop codependency', 'how to stop being needy and insecure', 'how to stop being needy man', 'how to stop being needy and desperate', 'how to stop being clingy', 'why am i needy']",PT6M6S,hd,false,11783,488,91
470,tYz_bY1XeA0,2022-07-10T16:00:33Z,The Most POWERFUL Way To Manifest Your Dream Girl NOW!  | Apollonia Ponti,"[FREE TRAINING VIDEO] Learn How To Attract Your Dream Girl In 30 Days!  
https://www.apolloniaponti.co/order-form1649079266185

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/

0:00 Introduction 
0:29 Visualization 
2:27 Claim It 
3:28 Live Your Manifestation Life 
4:50 Energy

MEN'S MASTERY VIP COMMUNITY W/APOLLONIA: 
https://membership.apolloniaponti.com/?el=youtube

VISIT ALL MY WEBSITE HERE: 
https://www.apolloniaponti.com

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com


© Apollonia Ponti. All rights reserved.","['how to manifest', 'how to manifest a woman', 'apollonia ponti', 'dating tips', 'how to attract a girl', 'how to attract women', 'law of attraction', 'how to use the law of attraction to manifest', 'how to manifest love', 'how to use law of attraction', 'how to use law of attraction for love', 'manifest', 'manifesting love', 'manifest your dream woman', 'attract your dream woman', 'use law of attraction for love', 'dating advice for men', 'dating tips for men', 'relationship advice for men']",PT6M3S,hd,false,7881,385,49
471,gclUCOGIc1c,2022-07-06T12:17:17Z,"The Powerful Method To INSTANTLY Gain A Woman's Trust, Respect, and Loyalty!","[FREE EBOOK] 20 Questions To Get To Know A Woman's True Self! 
https://www.apolloniaponti.com/20-deep-questions-for-her

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

VISIT MY WEBSITE HERE: 
https://www.apolloniaponti.com

0:00 Introduction 
0:39 Foundational Friendship 
2:41 Honest Even When It Hurts 
4:15 Make Your Intentions Clear 
5:36 Consistent In How You Show Up 
6:26 Never Lie In A Relationship 
9:00 Be Open To Her 

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/

MEN'S MASTERY VIP COMMUNITY W/APOLLONIA: 
https://membership.apolloniaponti.com/

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com


© Apollonia Ponti. All rights reserved.","['how to gain trust in a relationship', ""how to know she's loyal"", 'how to make a woman like you', 'how to gain her respect', 'how to get a woman to respect you', 'how to gain respect in a relationship', 'how to gain respect back in a relationship', 'dating coach', 'love advice', 'how to', 'what women want from', 'what women want from men', 'dating advice for men', 'relationship advice', 'relationship advice for men', 'relationship tips', 'respect', 'loyalty', 'trust', 'how to get her to respect you', 'apollonia ponti']",PT12M46S,hd,false,16914,613,32
472,tGKLgcN5bj4,2022-06-28T15:59:11Z,"5 SURE Ways To Make Her CRAVE You, WANT You, and DESIRE You! (Apollonia Ponti)","MASTER THE VIDEO SECRET VIDEO TRAINING: 
https://www.apolloniaponti.co/master-the-bedroom-free-video-training?el=youtubecrave

Get The How To Flirt Method For FREE By Becoming A Member Here: https://membership.apolloniaponti.com/

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

VISIT MY WEBSITE HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['how to attract women', 'how to get a girl to like you', 'dating advice', 'how to get a girlfriend', 'apollonia ponti', 'make her chase you', 'how to get her to want you', 'how to make her want you', 'dating tips', 'dating tips for men', 'how to make her like you', 'how to make a girl want you', 'make girls want you', 'how to make her miss you', 'make her fall in love', 'how to make a woman want you', 'how to attract a girl', 'relationship advice for men', 'dating advice for men']",PT10M16S,hd,false,71157,1994,92
473,62X89p17_o4,2022-06-26T14:52:33Z,How To NEVER Be In The Friend-Zone!,"FREE Live Masterclass TODAY! Watch The Replay Here: 
https://www.apolloniaponti.co/frzn-webinar-replay",[],PT1M16S,hd,false,9200,280,38
474,qYlAGaRt9sg,2022-06-21T15:54:34Z,Why You Struggle With Connecting With A High Quality Match! | (Dating Advice For Men),"[FREE EBOOK] 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make?el=youtube

Men's Mastery Meditation Challenge 🎉: 
https://www.apolloniaponti.co/male-mastery-meditation

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

VISIT ALL MY PROGRAMS HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['how to connect with women', 'dating advice', 'dating coach', 'dating tips', 'how to attract a high quality woman', 'how to attract women', 'how to emotionally connect with a woman', 'dating advice for men', 'apollonia ponti', 'how to attract a', 'how to attract a girl', 'meditation for love attraction', 'meditation for love', 'love', 'dating', 'what women want']",PT6M37S,hd,false,10356,379,47
475,PY63cWTwpL4,2022-06-16T15:41:54Z,"# 1 GROUNDED Way To Create ""JUICIER"" Connections With WOMEN! (Apollonia Ponti)","Are you accepting who you are or are you waiting for a woman too? In this video, I discuss how to attract women and how to maintain lasting connections that will increase your results in dating or in your relationship. Let me know below what you think so I can respond to you personally. xo 

[FREE EBOOK] 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make?el=youtube

MEN'S MASTERY VIP MEMBERSHIP 🎉:
https://membership.apolloniaponti.com/?el=youtube

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

VISIT ALL MY PROGRAMS HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['how to connect with women', 'how to attract women', 'how to get a relationship', 'how to get a girl to want you', 'how to get a woman to desire you', 'dating coach for men', 'dating advice for men', 'love', 'dating', 'attract', 'how to get her to like you', 'how to emotionally connect with women', 'relationship advice for men', 'date', 'apollonia ponti', 'how to get her to want you', 'how to attract women without saying anything', 'how to get her to like you more', 'how to connect with her']",PT10M32S,hd,false,16215,683,52
476,nnAuR52iOXw,2022-06-14T15:10:31Z,How To Attract Your DREAM WOMAN Ready For A Relationship INSTANTLY! | Apollonia Ponti,"In this video, I  talk about the mindset that will attract a woman you really want to attract. How you can be in alignment to level up the women you want to date. These techniques I've used in my own life and with the men I've coached that get results I  will also teach you how to use the law of attraction to manifest your dream girl. Watch the free training video! 

FREE VIDEO TRAINING: 30 Days To Attract Your Dream Girl 🌟
https://www.apolloniaponti.co/order-form1649079266185/?el=youtubereadyforrel

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

BECOME A PART OF MY VIP MEN""S MASTERY COMMUNITY: 
https://membership.apolloniaponti.com/?el=youtube


[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['how to attract a woman', 'how to attract a girl in a relationship', 'how to attract a relationship', 'attract', 'manifest love', 'law of attraction love', 'how to attract women', 'dating advice for men', 'dating advice', 'apollonia ponti', 'how to attract a girl', 'attracting women', 'how to attract', 'how to attract a specific person', 'how to attract any woman you want', 'how to attract the woman you want', 'how to get the girl', 'love']",PT11M38S,hd,false,11232,465,39
477,ZPDF1z-4NvA,2022-06-12T16:00:28Z,Narcissistic Abuse and Love Bombing Cycle | (Exact POWER PLAYS of A Narcissist),"Narcissism is a very sensitive topic because a lot of us have suffered from this. It can make us feel an overwhelming state of emotions and question our reality. If you think you are going through this download my free ebook below to help you out. Comment below if you need some support on the topic and I will do my best to get back to you. xoxo 

[FREE EBOOK] 9 Signs You're In A Toxic Relationship: 
https://www.apolloniaponti.com/toxicrelationship

BECOME A PART OF THE MEN""S MASTERY VIP MEMBERSHIP:
https://membership.apolloniaponti.com/?el=youtube

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

VISIT ALL MY PROGRAMS HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['narcissistic abuse', 'how to spot a narcissist', 'love bombing', 'narcissistic abuse cycle', 'narcissistic relationships', 'relationship abuse', 'narcissistic relationship', 'narcissistic personality disorder', 'love bombing narcissist', 'love bombing signs', 'love bombing vs real love', 'love bombing explained', 'dating advice for men', 'apollonia ponti', 'love bomb', 'signs of narcissism', 'how to deal with a narcissist', 'narcissist relationship', 'dating tips for men']",PT8M48S,hd,false,8177,339,45
478,trMicAEwoPg,2022-06-08T23:24:23Z,How To Create Seduction WIth A Woman!,Join LIVE Free Masterclass Here: https://www.apolloniaponti.co/master-the-bedroom-replay47747935,[],PT16M29S,hd,false,10568,501,53
479,hwSsVMeXiD4,2022-06-07T15:59:21Z,"5 PROVEN Ways To Attract A Woman WITHOUT Saying Anything! ( The ""Alpha"" Effect)","[MEMBERSHIP] VIP Men's Mastery Community:
https://membership.apolloniaponti.com/?el=youtubeproven

[FREE EBOOK] 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make?el=youtubeproven

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

VISIT ALL MY PROGRAMS HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['how to attract a woman without saying anything', 'how to attract women', 'attract women', 'how to emotionally attract a woman', 'how to talk to women', 'how to talk to girls', 'how to attract a girl', 'how to attract girls', 'how to attract women without talking', 'how to be attractive', 'how to attract a woman', 'make women want you', 'attract girls', 'how to be more attractive', 'how to be confident', 'build attraction', 'dating coach for men', 'apollonia ponti', 'dating tips', 'relationship advice for men']",PT10M30S,hd,false,35611,1073,64
480,kq874cZd-2w,2022-06-03T13:00:16Z,5 INSANE Secrets Women Don't Want Men To Know! | Apollonia Ponti,"[FREE VIDEO TRAINING HERE] Attract The Woman of Your Dreams:
https://www.apolloniaponti.co/the-alpha-magnet-free-training?el=youtubesecret

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtube

BECOME A VIP MEMBER:
https://membership.apolloniaponti.com/?el=youtube

VISIT ALL MY PROGRAMS HERE: 
https://www.apolloniaponti.com/products/?el=youtube

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['secrets women keep from men', 'why she loses interest', 'dating tips for men', 'apollonia ponti', 'how to attract women', 'dating advice', 'relationship advice for men', 'relationship advice', 'dating advice for men', 'dating tips', 'love advice for men', 'attracting women', 'does she like me', 'attract women', 'what women want', 'love tips', 'understand women', 'woman secrets', 'women secrets', 'dating coach for men', 'womens secrets']",PT8M58S,hd,false,21927,828,78
481,4dErwZOtMtw,2022-05-29T18:27:03Z,5 POWERFUL Ways To Text A Girl After The First Date! (REAL Examples To Text Women),"How To Text Manual: 
https://www.apolloniaponti.co/how-to-text-a-woman-manual?el=youtubetext

[FREE EBOOK] 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make?el=youtubetext

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

Become A Part of The Men's VIP Mastery Community with Apollonia:
https://membership.apolloniaponti.com/?el=youtubetext

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['how to text a girl', 'texting girls', 'how to text a girl after the first date', 'what to text a girl', 'how to text a girl you like', 'dating advice', 'dating advice for men', 'things to text a girl', 'dating tips', 'texting women', 'texting tips', 'texting advice', 'best texts to send a girl', 'the attractive man', 'how to text girls', 'apollonia ponti', 'how to flirt with a girl over text', 'first date', 'texting before first date', 'texting between first and second date', 'texting a girl after first date', 'text']",PT8M59S,hd,false,24834,610,82
482,-f7pTyq_3rQ,2022-05-26T13:00:00Z,"#1 SECRET Practice That Attracts Happiness, High-Quality Women, and Abundance For Men!","JOIN THE MEN'S MASTERY CHALLENGE HERE: 
https://www.apolloniaponti.co/male-mastery-meditation

This men's mastery challenge I explain in the video when you click the link why it's so important. I think it's more important than ever to spread awareness and do this challenge starting June 1st to spread awareness during men's mental health month. This mastery challenge is a tool that changed my life, helped me from obsessive thinking, and anxiety, and also aligned me with my partner and happiness. This practice is for men who are ready to take action and get results in their life. Click here to find out more: https://www.apolloniaponti.co/male-mastery-meditation

[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['master of abundance', 'dating coach', 'love advice', 'law of attraction', 'relationship advice', 'dating advice for men', 'relationship advice for men', 'meditation and breathwork', 'abundance mentality dating', 'abundance mentality vs scarcity mentality', 'abundance mentality and scarcity mentality', 'apollonia ponti', 'life coach for men', 'happiness', 'success', 'love', 'dating tips for men', 'how to control', 'how to control your emotions', 'how to control your mind', 'how to control anxiety']",PT3M54S,hd,false,6080,262,41
483,Q_F9zV44cq4,2022-05-24T16:58:13Z,How To CAPTIVATE Women On Dates! (I Only WANT Him) | Apollonia Ponti,"[FREE VIDEO TRAINING] Become The Alpha Magnet Women Want 
https://www.apolloniaponti.co/the-alpha-magnet-free-training?el=youtubecaptivate

SUBSCRIBE HERE: https://www.youtube.com/c/ApolloniaPonti

***PRIVATE COACHING SESSIONS ***
https://www.apolloniaponti.com/private-coaching/?el=youtubecaptivate

MENS MASTERY VIP COMMUNITY HERE: 
https://membership.apolloniaponti.com/?el=youtubecaptivate



[SOCIAL MEDIA]
Facebook: https://www.facebook.com/apollonialovecoach
Instagram: https://www.instagram.com/apollonia_ponti/

[CONTACT ME] **PLEASE SEE NOTE BELOW 

NOTE*** Advice will ONLY be given to your situation if you book a coaching session. If you cannot afford a session please reference my blogs and videos as this is why I provide this content. Due to volume and fairness to paying clients please book a session if you need further guidance. I appreciate your understanding.

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

Apollonia Ponti

© Apollonia Ponti. All rights reserved.","['apollonia ponti', 'how to attract women', 'dating advice', 'dating advice for men', 'relationship advice', 'first date tips', 'first date', 'first dates', 'how to talk to girls', 'how to get a girl', 'how to make a girl like you', 'dating coach', 'dating tips', 'attract women', 'dating coach for men', 'how to make her want you', 'how to get girls', 'how to have great dates', 'get her attention', 'how to get her to listen', 'starting conversations with women', 'how to talk to women']",PT8M17S,hd,false,10235,379,32
