,video_id,comments
198,b7HNBBuuEIE,"['The comfort zone is not a comfortable place...', 'Facts of life 💯', 'Good point AP!!', 'I love this 💕', 'It’s women.\nThe plural of woman is women!!! 🤦🏻\u200d♂️🤦🏻\u200d♂️', ""You can tell how healthy this women's mind is you said nothing but truth. I never regret the women I've met even if they were toxic .I always learn something new when I meet people . There's always a risk but you have to be fearless in order to learn"", ""Why, go out of your comfort zone and risk being humiliated and called a creep by women. You're looking at life from a woman's perspective."", 'I love how she sneaks in “trying new dating apps” in there. These are NOT “honest actors”.']"
199,gO6VG-VT7-0,"['Very well said', 'Great video, there is nothing like a perfect marriage or relationship, I learnt that in everything there is always a solution, 5 years ago I and my wife divorced because we were having some difficulties in our marriage but we are  back together ,it was a really bad phase but we got through it', ""It's not a mans job to make a woman happy. Happiness is something you share, not demand!"", 'I needed to hear this', ""Women swipe right 1 out of 20 times, it's completely opposite for men almost. When women are constantly being told not to settle, get the high value man, get the tall one or basically the Chad they fail to realize that's about 1% of the male population. So by the time she reaches 30 and starts to feel the pressure she asks where did all the good men go? This is when she settles, when she knows her options have dwindled and her youthfulness is fading. Most often she resents him or at lest doesn't respect him, leading to unhappy unions and high rates of divorce. Throw this in with a college education and she has a  90% chance to be divorced and single years later. So maybe both men and women should reconsider what's really important, someone 6.5 or someone who loves her unconditionally. Don't look at it as lowering your standards just accept reality, there are a very very small male pool of high income, tall, handsome, successful men. Men should man up to and stop sleeping with women just because. It's made for a toxic environment where 1% of the men get to play with all the women and leave them behind.  Men should act like men and women need to withold sex until they see an actual commitment."", '100%', ""I'm with a girlfriend that already has 4 grown kids and one of her last kid she had , her ex boyfriend live at her house with that last son , is this dangerous for me"", ""It's disappointing life isn't perfect but going for less is gambling with life because you will never feel comfortable."", ""It'll be alright."", ""I settle, ALWAYS.  I'm an international model and always thought God would frown on me if I was shallow.  NOPE lol.  I settle and get f'd due to there insecurities when I have to model or go for a role in a movie.  WTF?!!""]"
200,jYJFXWfGvao,"['Work with Apollonia BOOK A FREE DATING EVALUATION CALL HERE: https://form.typeform.com/to/KRWc9SBb', 'Im from new zealand', 'excellent feedback very useful', 'Hello \nI am also divorced almost 12 yrs before but not able to find somebody else as a partner. I am connected to a girl but I am nt able to convert it into a relation.  Wt should I do to convert it into a relation.', 'Midland texas', ""I just don't understand how a woman can say she knows and understands men, when she is not a man. What do you know about the hardships of men. Just because you talk to men doesn't make you a man. I think so called female dating coaches are just trying to weaken men, through a false sense of security."", 'Georgetown,Guyana,', 'Georgetown,Guyana,', 'I have listening to your channel for awhile and I find it great advice. I am from Australia', 'Just flash a lot of cash, girls Will be attracted rightaway...no talking needed']"
201,pBG6pFdyWqc,"['You sound like a bunch of spoiled brats', 'I don’t understand in this video you say distance creates attraction and in another you said it doesn’t.', 'Not necessarily… the woman will eventually think they are just not interested.', ""Thank u I'm really take ur advice because this is my fiance and I n I don't Wana lose her shit I definitely want her to miss me too"", 'Good advice', ""How bout she always says I miss you but you can't get her to go out/spend time together?"", 'How can I reverse this after the girl that I really love told me that she need space?', '❤❤', ""YOUNG LADY APOLLONIA PONTI YOU ALWAYS HITTING THE 🎯 THAT WAS ME IN THE PAST BUT I'M LEARNING YOU ARE TAKING ME TO SCHOOL YOU ARE A HIGH EDUCATED TEACHER WITH A LOT OF KNOWLEDGE YOU ARE DOING A AWESOME JOB THANK YOU FOR ALL YOUR VIDEOS YOUNG LADY 🥰❤️"", 'I love her honesty but all these women advisers say the same thing. Play mind games with a woman. Keep her guessing so basically be disingenuous and lie sometimes. Women love liars and guys who are not available because they are available to someone else']"
202,iqpN5yBzMO0,"['Thanks for a great advice here!', ""Seems like every trait one has it's gotta be toxic. I'm sure 10 yrs ago this word didn't have the weight it has now."", ""Anyone who's solution to problems is for someone else to change... Everyone wants to change the world, nobody wants to change themselves"", 'Kg in Raleigh NC?', 'This works for ALL people in all situations. \n\n❤', 'It sounds like describing a cover narcissist', 'Omg it sounds just like my ex.', 'My ex wife in a the bag of dog shit', 'Very sick people!', 'Totally isolated him n their kids from me!!! It took her 10 years!!’ I’ve seen the sneaky smirk too and that infamous silent treatment!  He’ll feel like such a schmuck if he ever discovers it! 😢']"
203,DRaTxIjYptE,"['Should I care or not', ""If something can be accessed easily, it's not usually seen as valuable ..."", ""So basically show that you don't care. 👍""]"
204,h-j87y2xfHE,"[""Women love the jerks. After they've been run through like a credit card, then they want that solid grounded man. Then they make them pay for all the baggage they have. Not worth it, that's why most women will be single and childless by 2030. I'm gonna have a front row seat and watch the show."", ""Don't take advice from women"", 'Confidence is quiet, arrogance is loud...', 'Confidence is quiet, arrogance is loud...', '💨💨💨', 'True💯💯📌', 'Awesome', 'I learm through experience this is absolutely correct', 'When are u gonna do a live ? I have questions lol']"
205,bXgfxV-azck,"['6:50\nOle girl was honest with him. Respect. That’s still a no but yeah honor that.', ""In my situation my lady did opened up about her father hurting her mother she opened up about her ex husband cheating on her and treating her like she nothing we started off friends and we talked all the time so its confusing when as the relationship went on a wall got put up. she start  having trust issues she became distant no empathy or intimacy we stop communicating to one another when it used to be so easy to talk to each other I would find reasons to go out my way to do things for her to protect  her from negative people not because i wanted to be no hero but because I wanted to make her happy plus show her how a real man can treat her and at first she would always say she was appreciative of everything i did I made her feel special and beautiful how i looked at her then it stopped I think back on meeting a person it seemed had lost her confidence and faith but i had so much in common with,  writing poetry liking to excercise painting liking football as well as liking  to go bowling it was conversations about anything i wanted to talk about and she wanted to be my presence as much as possible because im such a positive influence on her she stated she felt safe with me  she want to spend all of her free time with me  she  even felt comfortable with me being around her kids! Smh that doesn't sound like she was emotionally unavailable initially to me"", 'Yikes....#4 is 1000% me. I feel attacked lol...in a good way. This is VERY helpful...wow', 'Fantastic video 👍🏿', 'my ex has trauma and she pushed me away because of it which eventually cause us to breakup ill always love her but she hurt me real bad i dont want her back romantically but i want to support her at least while she works on herself but its tough cause shes still isolating and putting up walls to this day i give her space and talk to her when she reaches out any advice', 'I always go for the situationally unavailable woman (married, lesbian, sexworker) 😭 \n\nI don’t think that it’s the sense of accomplishment though. I think a lot of these women I perceive as damaged.', ""@ApolloniaPonti this was a really good video one of the best I have seen. It felt like you where calling my name at some point.\n\nI have this problem like a few mentioned here with a girl, and I feel like I'm more of the 2nd issue guy\n\nPlease help me, I can't really afford consultations now but I have been a fan since 2020 Sept. \nEven pointing me to the next video to work with would be great... Thank you"", 'Thank you for the content', 'I ran into one of those. For the longest time, I couldn’t understand why she treated me like $#|+ but would refuse to break it off. I finally had enough and broke it off myself. Its a good thing too. I dodged a bullet as she used to beat up her deceased husband. He passed due to kidney failure.', 'When Ladies enter your life, reach out and present your best self, some will stay, some will go. If no one stays, keep watch who comes back. But never forget to keep your head high, be noble, show class, protect your family and help the weak. This is the essence of our roles as men.']"
206,BDxTbEDl9Tc,"['Real talk do not ignore', '👍👍', 'What do you think about opposite sex friends, is it controlling to say and show your uncomfortable when they want to go out with the opposite sex', ""Picture this: if you don't like something, tell them.\nWorst case you just saved yourself a lot of time and heartache."", 'They dont change.....  take your time and take red flags as a heads up because if they are not dealt with as they appear.... it doesnt end well. Ask me how i know....', 'Listen to any red flag. 🏃\u200d♀️ run Forrest 🏃\u200d♀️. All females have an alternative motive.', 'These women are mentally ill, bipolar, disassociate, and narcissistic and more be careful bc all can be charming but highly manipulative', ""I like when a woman doesn't take herself too seriously, it's a sign she has her ego under control. Also taking accountability, and being able to say she's sorry, these are traits I posses, and admire in others."", 'One it so many times... WOW', ""Abuse is not ok. Don't become Johnny Depp...""]"
207,l95RduyQvCs,"['She don’t wanna be saved - Jcole', ""I'm going off how I feel I know I'm going to  be there for my intuition she's a beautiful person I'm geting fucked with over what I feel so be it I don't want to die over my gut feeling but my feelings are sticking with my beliefs IF I DIE SO BE IT AT LEAST IT WAS FOR LOVING SOMEONE I FELT WAS IN DANGER  LASTLY DONT HURT THE GIRL"", 'Saving someone means you have power over them and if you have power over them then that means they can never leave.', '100%', 'Jewels 💎 🧠', '💯']"
208,tduydfZ0Q-I,"['Opinions from women about men are WORTHLESS....', ""Real men don't wait any garbage to encourage them and pull them to succeed, they do it by thier internal energy, OK."", 'True facts 👑', 'True facts 👑', 'No such thing. Lucky to get o e of those qualities', 'does not lie or cheat on you.', 'Where’s this woman at….please let me know?', 'Right on target', 'I like this video I am single sweet man can you help me two talk to women', 'Hard to find']"
209,cDxndwYmW2g,"['#2 is very important in my opinion, I ask it all the time. I get a variety of responses, from “huh”? To “good question” to “you know what? I’ve never thought about it” lol', '👍👍👍', 'Women are gonna lie lie lie lie lie lie.     They will say one thing and do another 😂 😂😂😂😂😂😂😂😂 I had to learn the hard way.    The energy that they come with is based on what they see you as.', '@ apollonia ponti wut values are most important to u ??', 'Thanks for sharing', 'I 👍🏻', ""If your a man you'll never find a woman like that. I can verify that"", 'All women mess with a mans walk with God. All women with hold affection unless you kiss their ass 100%', 'False all women lie in their relationships  and styles off dealing with conflicts. And always claim their right and always were even when their wrong. Modern women are only gold diggers.  And say one thing and want another.', ""Yaah some doesn't have goals for real,and some as time moves they can't handle conflicts""]"
210,Dtx1ryQRGWY,"['(BOOK A FREE DATING EVALUATION HERE) 3 MONTH ATTRACTION COACHING w/Apollonia:   https://www.apolloniaponti.co/aoa-presentation', 'you look so adorable behind that desk. idk why.', 'This is just making excuses for a bunch of rude ,  damaged woman .', ""Its all BS.\nMINDE GAMES ARE WHAT MEN GET WHEN SHE ISNT SEXUALY ATTEACTED TO YOU.SIGHT ON SCENE.\nYou can justify this  bad behavior 9 ways to Sunday if you're allowing yourself to be in a delusional mindset and have no self respect.\nWomen are never single,  and while shes messing with your head shes giving her head to the guy that really turns her on.\n\nResistance of any kind is a turn off because it shows a genuine lack of interest without saying it."", 'I move on or at least pull way back no chasing', 'so what matters   more what she dose or her reason? to me what she dose   is the only thing that matters. do we  not judges do  we not judge  people by action?. if so then her reason dose""t matter.', 'And ppl wonder why so many men dropped out of the dating Ponzi scheme. 🙄', 'This chick literally asked me for $200 to get her nails done.', 'Toxic', 'Very helpful thanks 😊']"
211,MHGCo5xG_Gw,"['You literally just described my entire life.', 'Apparently  but youre leading more men to die single n end their young ages single much. Why ? Cause most if not all of these modern women is wierd a f n its hard to understand or process anything. N the real ones are real luck. All else a piece of so much work.  The void after leaving and for the next ideal partner relationship : is hell :@', 'This is boring', ""women today dont need mens. they are strongest than men .\nalso men don't need women today."", 'guilty on all 4 counts', '👏👏', 'Once I figured out i was addicted to chasing and that sort of adrenaline that comes with it\nI took that adrenaline and chose to do something out of my comfort zone \nAs one of my favorite movies says “Life’s a risk, carnal”', ""What?  Of course, if a woman doesn't need a man.  She ain't going to be wanting a relationship with a male.  \nIt's only about how much money will he be able to give me to make me feel secure and then how much can I get out of him."", '2 and 3 sounds true for me', 'So the solution is to become better right?']"
212,G47WmV5OqRg,"['Cause lots of bad women..', ""Good morning Where's Natalie 😊"", 'What if u new to the game??', 'Good insight - any further insights on how to properly develop that aspect?', ""I know what I want but I know she's bad news for me but I'm a determined man she is a challenge as bad as that sounds""]"
213,tzrugRm3-1c,"['I gotta a gf but she have struggles with no money and I help her but sometimes I think she loves me for money it’s tough to think about this.', 'im people plesar what solution', 'That was me, but not anymore.  Thanks', 'So true', 'lucky husthband😞', '♨️\U0001f6dc👍🏾✌🏾']"
214,KcIyiunE_24,"['“Doing a dance of polarity” you guys shift the standard everyday, that’s why redpill content will always win, redpill content is quite straightforward… doing the dance of polarity 😂🤦🏽', ""No frills no bells , I am who I am i'm trying to impress anyone i have things important to do"", 'Listen to her last point. Women being on their masculine side. That’s the problem', 'Male and female, should treat each other the way they would expect the same sex to treat them. ALL this advice is games and manipulation. PEOPLE need to grow up.', 'Apollonia is a fity look at those 💋 you really are something 😍', 'So what do I do sometimes I feel bipolar with polarity.', 'Ok I did it I went to tinder the thing is my simple pic in 2 days gathered the attention of 3 woman problem is 2 of them are way to beautiful and attractive is tinder broken or a scam?', 'Apollonia is sooooo mouth watering. I bet she got a Thong on made of Strawberry Liquorice! Sorry, thinking out loud🤭🤭🤭🤭', 'Naw man it’s social media. I don’t care what anyone says . Social media makes women feel they don’t have to settle . Why are dudes even still trying to do relationships', 'But how do you change this to reattract her?']"
215,Gg9X10-c4cA,"['What if you’re dating in online chat it’s hard to see if she is just being nice or flirting', 'Plzz help me here....................In my class i met a girl its been 2 months since then and she has boyfriend but her bf  is not serious with her still she is in relationship for last 4 years and now she shows the sign maam mentioned what should i do or how should i respond cz its first time happening with me .', 'Translate this to your own language.\nUzbek:Opa bitta sikay.', 'Great video, I was in a beautiful marriage before my now ex wife left me,i still love her and most times i cant stop thinking about her, i am doing my very best to get rid of the thought of her, but i just cant, i love her so much, i dont know why i am bring this here for, i cant stop thinking about her', 'numerous humorous testimonials!', ""One social meet up group I attended lately, one of the guys there told me he sadly didn't get his very first girlfriend until he was 30, while he is happy about having a girlfriend now, he still gets kind of depressed and bitter and resentful over having been single that long. Feels he didn't grow up having a normal youth because of being single that long. Causes him to envy and feel resentment and feel bitter when he sees couples out there younger than him.\n\nHe has the mindset that he feels if he had been born a woman at least an average plain-looking woman, then there is a guarantee he would not have been alone or single that long.\n\nYet people think men still have the better end of the stick in the dating world than women do, especially when men are far more likely than women are to be single that long, be alone or single longer, or to have a lonely journey, yes men and women each have different difficulties or different issues to deal with but being alone or single later than normal is normally never an issue or never a problem for women."", ""A point of information for the men on here. What ever you are dreaming up about her flirting is wrong. 9 times out of 10, she's not.  She may be sizing you up for possible resources to plunder, free meal, or a pop off the old validation pipe."", 'Great video Miss Ponti. Great knowledge thank you. God bless.', 'If you need your Ex back in 24 hours', ""I was interested in this girl I had just met then I stopped seeing her because she said she wasnt interested... about 4months later, I ran into her and we started hanging out again with our friends. She does some of the things Apollina mentioned like rubbing my back while we're sitting with our friends or putting her arm around my waist so she can hold my hand(while Im talking to someone).,,but I dont want convince myself she is interested hahaha""]"
216,wrQVyqw0gLE,"['I’m happy with or without her. I’ve learned to be by myself. And take care of myself. She can add to my life and I will add to hers. But I can live without her.', '❤', '👍🏿 👌🏿 🙏🏿', 'As a man being alone is a blessing', ""What if you've already done this, but jealous people around you tend to find a way to sabotage it by speaking ill about you to the woman.  \n\nIt's happened a lot to me."", ""That's true, if you're not happy with yourself you cant find that happiness in someone else\n\nBut if you're happy with yourself you can share that happiness without losing it😊"", ""That's because companionship  by definition comes from someone else. Not our selves. So don't lie personal  growth is female bullshit.  Your a woman you'll always be chased. As a man personal  growth is worthless. It's an excuse. Chasing  our dreams and working on ourselves doesn't  solve the problem.  Your bullshiting  on men calling it advice"", 'I needed this', 'This is great advice...Thank you']"
217,RLLlqjvrRws,"['What if she is going through a very difficult time in her personal life? All I want to do is ease her pain .', 'what solution im people plesar what solution', 'hlw mam', ""I as well think both can be done Im going to take care of my business first though not just that I like making my lady happy and I like making her smile  I like going out my way to make her smile and it's returned  she respect me and appreciates me which  make me go out my way to show I appreciate and love her that I don't take her for granted, being a people pleaser to me don't mean not having a voice or saying yes to everything to me that's a fool I am very opinionated and have had many views on things we agree to disagree on not only that its said if you don't do somebody else will and Im fine with it  because again like everything else in a relationship it's the same energy it's not one sided and thats what makes it healthy"", ""@apollonia ponti \nLong hair don't care ❤looking very pretty 😊😘"", 'My last relationship lasted 10 days bc she said I was to nice and paid for things and she said I was trying to buy her affection😂. Time for me myself and I from now on... more money and time for me...😊.', ""What happened to love someone the way they are??? I ain't changing for no one. Better be alone than in bad company"", 'I don’t necessarily agree with this. I think it is possible to do both - please my woman and meet my own needs. She just has to be willing to do the same. This is where communication comes in. You listen to me and I will listen to you. RESPECT! But I will say this though… if you NEVER move out of your comfort zone to do something great for someone else (when it may not directly benefit you), then you will never grow in your relationship either. You will only do what makes YOU happy and what YOU are comfortable with, and you will always stay trapped in the same place relationship-wise just because it is safe for YOU!', 'Powerful doctrine', 'Yes! thank you Apollonia Ponti for your advises . I have to  adjust this kind of my habit "" People Pleaser ""']"
218,gEECEwiJnsY,"['Everyone is sexual. There would not be 8 billion people on a planet of asexual folks...', ""Maybe America is different, but here in Oz the first major play is to ask for her number, not a date. Depending on where you are and how much time you have, there is also the option of 'coffee and cake', which is an impromptu date."", 'Facts. The guy with guys gets more points', 'If I can’t handle this and continue to have no women in my life I’m confident hat I’ll take a bowl full of pills and end it myself', 'Yes but women are on their masculine side.', 'Men have a hard time because as soon as we show interest we are unworthy perverts ,simps, and creeps! Nice guy syndrome is something social conditioning made to identify a man interest in her well being . Meanwhile the women are the first to reciprocate her 50% effort and show signals that she is interested to worthy the confident man( the bad boy) that is being the real perv oppressing creep being indifferent of her well being. Sex is a joke to choke off....', 'The nice guy syndrome 😂😅😅', 'The better you were ""educated"" the worse you did with girls/women', 'Truer than truth', 'I have being a long time subscriber, how to build character?']"
219,hSFrnVfHkkg,"[""Dear Appolonia,\n\nI hope this message finds its way to you, as I wanted to express my deepest gratitude for the transformative impact your work has had on my life. Your YouTube channel has been nothing short of a guiding light, illuminating a path towards healthier relationships and personal growth.\n\nComing from a dysfunctional family, where emotional distance was the norm, I struggled to find my way in the world of dating and relationships. The void left by the lack of a father figure and my workaholic mother's emotional unavailability led me to chase after emotionally distant partners, sacrificing my self-worth and self-esteem in the process.\n\nBut then, one fateful day, I stumbled across your channel. Your wisdom opened my eyes to the traits of a high-value man and reminded me of the importance of putting myself first. Your teachings encouraged me to value myself and work on becoming the best version of myself.\n\nThrough your invaluable advice, I learned to recognize toxic patterns in my relationships and, most importantly, to know when to respectfully walk away from those who were not worth my time and affection. Your guidance has given me the courage to be authentic in life and love, and I'm forever grateful.\n\nThanks to you, I've become a much stronger and happier individual. Your teachings saved me from a path of heartache and disappointment. I can confidently say that because of your work, I've avoided toxic relationships that could have led to a lifetime of unhappiness.\n\nI shudder to think where I would be without your guidance. If it weren't for your videos, I might have remained a hopeless romantic, endlessly giving my all to partners who didn't appreciate me, and ending up in unhealthy relationships or even a troubled marriage with children caught in the cycle of chaos.\n\nYou've given me the tools to break free from that cycle, and I know I'm not the only one. Countless souls, both present and yet to be born, owe their future happiness to you, Appolonia. Your work is shaping a brighter world by creating healthier relationships, empowering people to walk away from toxicity, and ultimately fostering happiness and fulfillment.\n\nYour impact goes beyond this generation; it extends to the generations to come. For that, I am eternally thankful. You are not just a dating and relationship expert; you are a beacon of hope, guiding lost souls like me towards a more fulfilling life.\n\nKeep doing what you do, Appolonia, and know that your efforts are profoundly changing lives and making the world a better place. Thank you from the bottom of my heart."", 'I’m the best my gf has ever had and she’s the best I ever had and it’s not even a question. The sex we have is just RIDICULOUS Not every time but almost every time.  It’s never a chore we never plan it it’s always the vibe', ""Yep thanks for this, I tried what I read the other day and it was mind blowing to see her writhing with pleasure and ready for anything. It started when I learned to last at least 30 minutes go’ogling the latest in Greyzar Drinbo's PE Solution and now she just can't have enough"", 'How long will it take to start noticing a different too', 'Yes with number 5...clean the pipes.\nAlso another tip, start sex in positions you are not used to ejaculating in.', 'My gf gets pissed when i last just 5 min. However my main issuses is ed, been heavy addicted to porn since teen. And anxiety + sex is pretty much impossible, the dick just chivlers up.', ""Ha! very good. I just began my second decade without intimacy. So real quick, which arm is it under again?  lol Another issue with men is performance anxiety. There is so much pressure on men to perform sexually with a partner. He understands fully that if he doesn't do a good job. He won't get asked back again and there is another man only a text away to replace you. If all men had to do was show up and allow access it would be much easier. The entire process of being romantic, and seducing a woman can be overwhelming. The mind can race and basically stress yourself right out of the intimacy. Porn is the replacement for this anxiety. It's simple, quick, and easy these days with the amount of free porn available. I'm torn on this mindfulness and a man knowing his body. I don't see this as an advantage at all. I'd like to know how many men have actually been seduced by a woman. Asking what a man likes and needs with the intimacy. Most women just don't go that far. They expect men to take the led and please them. As many men know. A woman enjoys the seduction, emotional connection, intimacy and foreplay way more than the actual sex. I've discussed this with many of my female friends. A majority agreed that they really didn't like the sex as much as the aforementioned. But as always, this is only my opinion. Also, could we please get some prettier, more handsome, and better B roll people. These average people just isn't getting it done. lol"", ""Lasting longer makes no sense from a genetical point of view. Genes are passed. The faster the better. Don't waste time. Focus on yourself Kings 💪👑"", ""I'm terrified to talk to women they like me but I have no idea what to say my approach doesn't exist I have no game I become a nervous wreck! Heeeeelp!!"", 'To give women the experience many of them expect & desire, Cialis/Viagra is almost essential nowadays.Whether you suffer from ED or not.']"
220,CpG5BL66oL0,"['STILL BETTER TO BE NICE GUY❤', 'No solutions to this means self deletion', 'In a work place you don’t have a choice.', ""SOME WON'T BATA MALE SOME WANT ALPHA MALE SOME WANT A BALANCE OF BOTH SOME DON'T KNOW WHAT THE HELL THEY WANT. IT IS IN MOST CODEPENDENT RELATIONSHIPS THAT YOU FIND THIS KIND OF MAN THAT SHE'S DESCRIBING, IF THIS MAN IS IN HIS OWN HOUSE AND OWN OWN 💰 BAG... HE MUST TIGHTEN UP & RETHINK HIMSELF AND STAND IN HIS DIVINE PURPOSE ROLE AS A MAN OR JUST BE ALONE.."", 'Somethings are not worth getting  worked up about', 'must be a cherry 🍒 😏 😉 😋 and 🌎 ocean 🌎', 'tada is not the only cherry', ""For me.   I don't want to argue.  I said it.  But if my partner keeps on about it then it one more step out the door.  When you have a pile.  It about time to leave.  I'm tired of trying to make the relationship work.  I have boundaries and if my partner isn't going to work with me. Then so be it."", 'Calumny and gaslighting be wrought against those who live a Christian life is wrong. So long as God is pleased with me, I do not care ifs tone else likes me…including modern women.', 'Okay we’ll how about when a women wants you to agree with her all the time, and gets very angry at you when you say something that’s contrary to her opinion?']"
221,sR3Im2YQu0g,"['Appolina is a stunning looking beauty 😍  those lips', 'Only 30% of men in the US are earning 6figures + annually....', ""This is common in today's society. Men are told daily they aren't enough. Not tall enough. Not handsome enough. Not wealthy enough. They are told they are toxic for just being a man and are a part of the Patriarchy. They get ignored by women or rejected for just superficial reasons."", 'I think this is me', 'You are absolutely beautiful ❤️', 'Why don\'t you just stop with this newspeak where ""nice guys"" actually mean they are bad?\nWelcome to 2023', ""But if you have high regard in your qualities/achievements without the positive validation or credentials to back them up, isn't that also an illusion; narcissism even?\n\nYou can be confident in your attractiveness all you want, but if your track record in dating says otherwise, then something clearly doesn't add up."", 'Hey Appolonia👑', '😢🤗', 'So what should be done in this situations ?']"
222,_rIFOXLQnfE,"['SAVE YOUR SPOT : https://www.apolloniaponti.co/mtb-webinar082702908 (comment below if you enrolled) oxoxo', ':) Xoxo', 'Hate I had to miss it! I was booked at work from 7a-8p. I know I could’ve used this one…', 'If we enroll can we rewatch the live classes?', 'I still have feelings for this woman even though we are friends. She has been in my life longer than anyone else', 'How does one get out of the friend zone after being in it for more than 10 yrs.', 'I love you dear❤❤❤❤', 'all misled information', 'I met a Woman that is 52 years old I am 66 young 66 She told me I was Handsome I had 2 dates with her and I am a Alpha and A nice guy and know I not getting laid yet but I want her a lot', 'Your tips are really very practical and true one. Thanks for your e-mails. Subhrojit']"
223,gNk9scErj7E,"['Women are quick to tell a man no and feel but hurt when a man tells her no.', 'Spot on AP', 'This is very true.', 'I like how she said burnout 😂 (all facts tho)', 'FACTS!', 'Hence ""nice guys finish last""', 'Young lady Apollonia Ponti I found myself doing that but through this video I was able to be educated and everything you say was happening to me I was getting drained out I want to thank you for this video I hope you have a awesome Wednesday❤🥰', 'This was really good! Good job explaining.', 'And what if we already know all these stuff,  and just wanna do everything because we can. The sec you take that for granted is the sec you gon learn the hard way. \nHow I live', ""Men there are no acts of service you can do for a woman to make her have genuine desire for you. She knew within what 10 seconds after meeting you if she was attracted to you. She may show interest in you. But it is purely for what resources she can acquire from you. Free meals, trips, attention, and validation.  Look for equal effort in all areas of your interactions. Remember you are doing all the work and she's giving the rewards to Bad Boy Chad. She has that bag of dicks called a cell phone. It's divided into friendzone and fuck boys.""]"
224,NJU3rWSAWAQ,"['Very good advice! Thanks!', 'This is female nature', 'Interesting video, but those guys eating a burger with plastic gloves on ... seriously? American society is so sick.', 'I HOPE  FEMALES  TEST ME, SO I CAN DELIBERATELY FAIL THE TEST.   I CALL THESE TESTS  SELF SABOURTAGE.  THERE IS A TEST, WHERE FEMALES\nDO NOT REPLY TO PHONE CALLS, OR TEXTS  THEY ARE DEAD TO ME.   THAT IS MY TEST.  99%  OF FEMALES\nFAIL THIS TEST.\nSARCASM IS NOT A GREAT IDEA WITH ME.  I WOULD NOT GO ONTO A FOOD DATE. SHE CAN EAT AT HOME.   WE CAN GO TO DATE TO WALK, OR DEMO.   VEGANS DO NOT GO TO  EAT DEAD ANIMALS. I FRIEND ZONE FEMALES WHO SHOW NO RELATIONSHIP \nINTEREST IN ME.   I STAND MY GROUND ALRIGHT  AND  DELETE RUDE, OR STUPID FEMALES.  MY \nCOMMENTS ARE MY BELIEF ONLY \nWITHOUT \nPREJUDICE.', ""No.\nThere is NO WAY that any woman is worth having to put up with these head games.\nYour teaching how to tolerate and navigate through that mine field shows that to you it is considered a valid and acceptable way for women to be. \nMaybe you should coach women on how to just be less into these mind-games. To be HONEST and have INTEGRITY. They want that in a man, yet dusplay NONE when playing these games.\nYou come along and validate them doing so.\nSHAMEFUL\n\nIT JUST SHOWS WHO YOU ARE !!\n\nNO. IT IS NOT !\n\n\nLOSE POINTS ? \nWRONG !\n\nIT'S GONNA LOOK REALLY BAD? \nNOT AS BAD AS A GAME PLAYER SCREWING WITH YOUR MIND.\n\nBAD HABITS ? THOSE WOULD INCLUDE THESE STUPID TESTS.\n\nNO. THAT ISN'T WHAT GIVES A MAN VALUE.\n\nNO. THAT'S NOT NORMAL HUMAN NATURE. IT IS MIND GAMES."", 'What if a woman teases me? i dont know how to respond? usually i find the teases stupid and not funny.. so i dont know what to say and i go silent? How do i react to things that dont make me laugh or want to jump on the tease?', ""It's OK for a woman to go long periods of time ghosting you and we men aren't suppose to call her out on it. But watch out if the man pulls the ghosting."", ""How do you know if she is just testing and cares or really doesn't want anything to do with you? This shouldn't be so complicated but women make it so. If she really does care there is no need to Sh$$ test. Just make things progress positively."", 'For HER, I would slay the Devil himself. I welcome any test.', 'Being ""in your masculine"" doesn\'t mean offering an alternative. It means ""I\'ve decided we\'re going to this restaurant and if you don\'t like it you can leave.""']"
225,OdbDh1PnlRE,"['What am I supposed to do? I hate seeing her dealing with struggles from her past. The shit shes been through is actually fucked up more than guys realize and I dont want that weight on her for the rest of her life. I wanna hava future wit this girl so it genuinely hurts me hearin about ts she has kept from telling her parents. Best I could think of is her going to therapy by herself but if her healing is gonna make her not love me anymore than idk what im gonna do?', 'Some mothers use their children as talk therapists and poison their mind with convictions about the world before they have even had a chance to see it for themselves.', ""If you decide to mess around with one just keep it light and don't get too involved.  Don't help them with major stuff like transportation, credit repair or housing.  Advice is fine.  And for God's sake don't move in with them.  If they like you they will spend money on you.  But buyer beware.  High chance that once you help them get to level they desire you will most likely get dumped unless your status is interstellar.  Have fun and don't give them money directly.  Let them enjoy the lifestyle but they can't stay there.  Cheers!"", 'They just end up needing your 💵 lol', 'I so relate to this and now I realize it’s because of me constantly seeing my mother being abused and me not being able to do anything', 'Captain Save a Hoe', ""I just divorced her for cheating on me for the 8th time. I completely lost myself along the way. She's telling everyone that I'm a monster, so I deserved the cheating. And, my mother is still completely broken and unsavable."", ""Won't ever help or be a hero I did lose my self almost ended jobless homeless helping here from cancer debt her not working for 3 years and been cheating on. And been blame for everything negative that happened to her I was never love only used."", 'This is really Awesome insight ☺️👍💖 Greatly appreciate this☺️', 'It’s active codependency, and also the man who “loses himself within the problems of a woman actually was lost to begin with, because as he attempts to resolve the problems of his woman, he simultaneously and subconsciously, attempting to solve his own problems in his past hence the mother wound, and the loss of a substantial, masculine role in the family, which is a part of his identity as a man. \n\nHis identity is already lost if he’s attempting to resolve the problems of a broken woman']"
