,VideoID,Date/Time,Title,Description,Tags,Duration,Definition,Caption,Views,Likes,Comments
85,ldcpZA07pxs,2023-12-29T12:45:06Z,The Danger of Chasing Unavailable People,"If you live your life chasing the feeling you get trying to earn the attention of someone unavailable, you will struggle to value the person who comes along and represents peace.

What do you value most in a relationship? Tell me your answer in the comments. 

#MatthewHussey #RelationshipAdvice #DatingAdvice","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT40S,hd,false,226867,14503,189
86,8G0Jp2UCgug,2023-12-27T17:00:05Z,A Productivity Expert’s Advice for Finding Love Faster,"►► Discover the 4 Secrets for Escaping Casual Dating Traps.
Claim Your FREE PASS for My Dating With Results Training at. . .
→ http://www.DatingWithResults.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► Pre-Order My New Book, ""Love Life"" at → http://www.LoveLifeBook.com

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey


▼ Connect with Ali Abdaal ▼

Start Reading Feel Good Productivity Now → https://www.feelgoodproductivity.com

Blog → https://aliabdaal.com

Youtube → https://www.youtube.com/@aliabdaal

Instagram → https://www.instagram.com/aliabdaal

TikTok → Twitter.com/AliAbdaal","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT1H30M30S,hd,false,81946,2028,128
87,01wvBknpkac,2023-12-24T12:45:00Z,Are You Having a Complicated Christmas?,"▼
If you’re dealing with loss, sickness, or loneliness, this time of year can serve to magnify whatever you’re going through. 

So in this weekend’s new video, I wanted to do something a little different . . .

While this message is for anyone who needs a boost during the holidays, it’s especially for those in the middle of a “complicated Christmas.”

And today I want you to know that you’re not alone. 

Listen to this message and please do drop me a comment after you watch. I’d love for us all to feel more connected and help people know that others understand what they’re going through right now.

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 1:24 – The Holidays: A Magnifier for Joy or Pain
1:24 – 2:11 – A Complicated Christmas
2:11 – 3:15 – In Good Company
3:15 – 4:10 – Radical Acceptance
4:10 – 5:46 – An Author vs. a Seeker of Magic
5:46 – 7:11 – Wishing You a Beautiful Holiday","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT7M12S,hd,false,30974,1796,347
88,5beROw-4g-A,2023-12-19T18:00:02Z,The Difference Between Red and Amber Flags in Dating,"Here's a clip from my appearance on Red Table Talk that I wanted to share here in case it could be helpful for anyone. 

Lately in dating, it can feel like everything is a red flag, making it incredibly hard to figure out if someone is just having an intense reaction, or is truly not right for you. This is why I always suggest following the rule of ""invest, then test."" 

Invest a little bit, and see how they react. If being honest and vulnerable with your feelings makes things worse, that's a red flag. If they react, but ultimately have the goal of working through the issues together to make things better, then you can proceed with caution.

#shorts #MatthewHussey #DatingAdvice #RedTableTalk","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT53S,hd,false,109326,5949,80
89,wbGCBg3Bz9A,2023-12-17T12:45:04Z,Why You’ve Not Met the Right Person (Yet),"►► Navigate the Modern Dating Landscape, Avoid 'Situationships', and Find the Beautiful & Lasting Relationship You Want at. . .
→ http://www.DatingWithResults.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
Here’s a common problem I hear,

You feel ready for a relationship. You’ve worked hard to improve yourself and you have high standards for the person you want to be with long-term . . . but no one you date meets your standards. 

I know it can be so frustrating—but this feeling can lead to some dangerous mindsets that get in our way of finding love . . . often without us even realizing it. 

So in today’s video, I’ll show you 3 powerful mindset shifts that will help you attract the right person faster so you can avoid self-sabotage and burnout as you search for the love you’re looking for.

Excited for you to see this one. Leave me a comment and tell me what you thought!

Matthew x


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 0:54 – The Feeling That Something’s Missing
0:54 – 2:04 – The Challenge of Finding the Right Teammate
2:04 – 2:41 – When Your Standards Have Gone Up
2:41 – 4:18 – Mistake #1 - Valuing the Wrong Things in People
4:18 – 6:34 – A Good Candidate for a Relationship 
6:34 – 8:52 – Mistake #2 - We Have Low Standards About the Right Things
8:52 – 12:00 – Mistake #3 - Basing Our Decisions on What Other People Think
12:00 – 13:39 – Chemistry Is a Very Personal Thing 
13:39 – 15:00 – Trusting Yourself and What’s Right for You","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT14M54S,hd,false,195240,8363,541
90,1EehslYVfkI,2023-12-12T17:01:35Z,Don’t Make THIS Mistake in Dating,"This moment was taken from the premiere of my new film, ""The Love Myths,"" 

If you would like to watch the film and learn the 6 myths holding you back from meeting your match, you have until TONIGHT at midnight PT to catch the replay. All you have to do is pre-order your copy of ""Love Life,"" and you can redeem your copy to the replay for FREE. 

For all the details, head over to LoveMythsMovie.com now 

#shorts #DatingAdvice #RelationshipAdvice #MatthewHussey","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT59S,hd,false,1179205,57384,803
91,8kWj7ZyqQuI,2023-12-10T12:45:00Z,"If You Hear THIS, You're About to Get Your Heart Broken","►► Watch My New Movie, The Love Myths, Right Now By Pre-Ordering Your Copy of Love Life Now at. . . 
→ http://www.LoveMythsMovie.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
How do you know if someone’s really over their ex?

Sometimes you meet a person who ticks all your boxes, but they also haven’t 100% gotten over the heartbreak of their last relationship. Of course, the first questions you ask yourself are: “Is this a huge red flag? Does it mean they are emotionally unavailable? Should I walk away?”

This is a really important topic in today’s video, and my answer to this probably isn’t what you’d expect. 

Give it a watch to find out the signs you can look out for to discern whether someone is truly a bad bet or if they have real potential.


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼
0:00 – 0:45 – Real Potential vs. Really Bad Bets
0:45 – 1:35 – Do Time and Relationship Length Matter?
1:35 – 3:05 – #1 How Raw Is the Emotion?
3:05 – 4:31 – “The Love Myths” Last Chance
4:31 – 5:38 – #2 Are They Serious About Moving Forward?
5:38 – 7:21 – #3 Are They Protective Over What They Have With You?
7:21 – 9:00 – An Illusion of Massive Connection 
9:00 – 9:56 – A Journey to Get Results Faster
9:56 – 10:46 – Genuine Emotion vs. Intention
10:46 – 11:41 – Reversing How We Make Decisions
11:41 – 13:39 – Your Best Chance","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT13M40S,hd,false,605516,15625,778
92,SrtW_-jiFBE,2023-12-06T16:00:18Z,How to Avoid UNHEALTHY Relationships,"Have you ever found yourself struggling to notice the red flags in someone, and how did you overcome it? Tell me in the comments.

#shorts #MatthewHussey #RelationshipAdvice #DatingAdvice","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT55S,hd,false,97030,6052,49
93,tOX6DqDFa-E,2023-12-03T12:45:07Z,Does He Want More With You? (31 Signs to Look for),"►► Claim Your FREE TICKET to This World Premiere Event by Pre-Ordering Your Copy of Love Life Now at. . .
→ http://www.LoveMythsMovie.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
It’s not always easy to tell the difference between friendliness, playful affection, and genuine romantic feelings. 

In today’s compilation video, I dive into the psychology of attraction to share 31 subtle (and not-so-subtle) signs that can reveal someone’s intentions. Whether you’re flirting with someone you’ve just met, or wondering if the person you’ve been dating for a while wants to be more serious, this video will help you decode how they really feel!


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 1:08 – Mark Your Calendar
1:08 – 1:51 – They’re Looking Over at You
1:51 – 2:22 – They’ve Moved Closer
2:22 – 2:52 – They Find Excuses to Walk Past You
2:52 – 3:12 – The “No-Tooth” Smile
3:12 – 3:44 – The Drive-By “Hi”
3:44 – 4:22 – Trying to Look Cool
4:22 – 6:38 – They Say Literally Anything to You
6:38 – 7:07 – They Show They’re Impressed by You
7:07 – 7:22 – They’re Not Afraid to Be Affectionate 
7:22 – 7:45 – Sending a Photo When They’re Looking Good
7:45 – 8:04 – They Call to Tell You About Their Day
8:04 – 8:21 – They’re Prepared to Wait for Intimacy
8:21 – 8:49 – They Find Time for You
8:49 – 9:15 – They Want to See a Movie With You AFTER Sex
9:15 – 10:57 – They’re Responsive to Your Needs
10:57 – 11:21 – He Makes It Clear You’re His Woman
11:21 – 12:00 – They’re Not Afraid to Confront Tough Truths
12:00 – 12:38 – Their Gifts Reflect You, Not Them
12:38 – 13:33 – They Invest but Don’t Lose Themselves 
13:33 – 14:38 – They Don’t Threaten the Relationship 
14:38 – 15:11 – They Brag About You in Front of Other People
15:11 – 15:42 – They’re Willing to Mix Your Lives 
15:42 – 15:58 – Your Happiness Becomes More Important 
15:58 – 16:22 – They’re Willing to Adjust the Temperature
16:22 – 16:45 – They Plan a Trip With You Months in Advance
16:45 – 17:37 – They Respect the Things That Are Important to You
17:37 – 18:28 – You Fight Differently
18:28 – 19:49 – They’re Less Affected by Friends’ Teasing 
19:49 – 21:14 – FOMO Starts to Fade
21:14 – 22:02 – They Start Collecting Mementos
22:02 – 24:18 – Their Associations With Commitment Change
24:18 – 25:12 – Your Next Step","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT25M13S,hd,false,83476,2105,94
94,VdSX38K9kD8,2023-11-28T17:30:43Z,What to Avoid If You Want A Happy Relationship,"The mistake people make when looking for a long term partner is ignoring someones flaws and fetishising their charisma or material success. 

Do you agree? Tell me in the comments. 

#MatthewHussey #RelationshipAdvice","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT33S,hd,false,320567,17646,192
95,6g5r6VVyyuA,2023-11-26T12:45:00Z,How to Get Out of the Casual Dating Trap,"►► Claim Your FREE TICKET to This World Premiere Event by Pre-Ordering Your Copy of Love Life Now at. . . 
→ http://www.LoveMythsMovie.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
What’s the best way to go from casual to committed when you’re dating someone?

There are two important things to remember here:

• Our standards are a HUGE influence on someone’s decision to commit.
• We’re more likely to drop our standards when we really like someone.

So how do you show your standards in a confident way (without seeming demanding or needy)?

In today’s video, I share the best advice I’ve given on this topic through the years to raise your value in their eyes and build lasting attraction. Don’t miss it!


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 1:51 – “The Love Myths”
1:51 – 2:25 – Ready for Real
2:25 – 3:26 – The Standards That Matter
3:26 – 4:05 – What Happens When You Lower Your Standards
4:05 – 6:12 – How to Be Seen as “High Value”
6:12 – 7:10 – Having vs. Showing a Standard
7:10 – 8:00 – Communicating Your Standard: The Bliss Point 
8:00 – 8:47 – Dealing With “The Date Deliberator”
8:47 – 9:38 – Responding to “The Homebody”
9:38 – 11:32 – The “Day of” Disappearance
11:32 – 13:03 – Going From Date One to Building Your Castle
13:03 – 15:14 – Deep Attraction and Enduring Desire
15:14 – 15:46 – Finding the Relationship You Want","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT15M47S,hd,false,85184,2434,140
96,iMuvocRehlw,2023-11-21T13:00:37Z,Do THIS to Let Go of Regret,"It can be easy to get caught in the trap of ruminating on the things we regret, but we mustn't allow that to control us. It's only when we get proactive about the future that we can truly move on from the past. Do you agree? Tell me in the comments!

#Shorts #RelationshipAdvice #LifeAdvice #MatthewHussey","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT58S,hd,false,67481,3555,19
97,xiAMiT-N3LQ,2023-11-19T12:45:03Z,We Made a Movie!,"►► Claim Your FREE TICKET to This World Premiere Event by Pre-Ordering Your Copy of Love Life Now at . . .
→ http://www.LoveMythsMovie.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
We’ve gathered the very best moments from my last live tour to create The Love Myths: a 90-minute movie that’s been years in the making, and we’ve now set a date for its exclusive premiere and live Q&A next month.

This is an event you can’t miss, and in today’s video, I give you all the details on how you can join me.


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 0:59 – The Love Myths That Don’t Serve Us
0:59 – 1:41 – Counterintuitive Truths That Give Us Results
1:41 – 2:41 – New 90-Minute Film: The Love Myths
2:41 – 5:59 – The Trailer
5:59 – 6:37 – Join Us for the Online Premiere and Q&A
6:37 – 7:44 – How to Get Your Free Ticket
7:44 – 8:31 – Years in the Making","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT8M32S,hd,false,29397,840,102
98,dKW9HV2hhQA,2023-11-14T17:00:34Z,Need Closure? Watch This.,"Sometimes no closure IS closure. 

Thank you so much to Jay Shetty for having me on your podcast for this conversation, check out his channel for the full video. 

#Shorts #DatingAdvice #RelationshipAdvice #MatthewHussey #JayShetty","['matthew hussey', 'retreat', 'matthew hussey retreat', 'dating advice for women', 'self esteem', 'tony robbins', 'date with destiny', 'personal dynamics', 'seminar', 'self help', 'coaching', 'training', 'women’s retreat', 'high value woman', 'Matt Hussey', 'Get the guy', 'how to get the guy', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'core confidence', 'personal growth motivation', 'Jay Shetty']",PT26S,hd,false,211801,12382,201
99,Y2PaKaVSAA8,2023-11-12T12:45:02Z,17 Pieces of Texting Advice That Lead to Commitment,"►► Unlock the 67 Counterintuitive Text Messages That Create Real Momentum in Your Love Life . . . 
→ http://www.MomentumTexts.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼

When you’re texting with someone you like, do you struggle to know what to say next? Or maybe it feels like you’re in a texting rut, and keep having the same conversations . . .

Today’s video is a mini toolkit for these exact situations, with 17 high-value texting suggestions that restart attraction, lead to a date, or just bring you more emotional connection. 
Use these practical messages to inspire better communication in any dating situation! 


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 0:24 – Craving Conversation
0:24 – 1:00 – Adorably Demanding 
1:00 – 2:09 – Playing Games About When to Text Back
2:09 – 3:40 – Only Sticking to Text Communication
3:40 – 4:19 – Being One-Note
4:19 – 5:21 – Talking About Everything Except Yourself
5:21 – 9:00 – Being Too Passive
9:00 – 11:48 – Case Study: Creating a Deeper Connection
11:48 – 12:26 – Add a Human Detail
12:26 – 13:19 – Shorten the Timeframe
13:19 – 13:54 – Create a Shared Reference
13:54 – 14:19 – Use a Pattern Break
14:19 – 15:18 – The Intrigue Compliment
15:18 – 16:35 – The Accelerator Text
16:35 – 20:15 – Case Study: Don’t Do All the Work
20:15 – 23:03 – Equal Investment
23:03 – 24:56 – Creating Momentum","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT24M57S,hd,false,460930,12820,520
100,9lcUDfksyug,2023-11-07T17:00:12Z,The no.1 Mindset to Overcome Rejection,"How and with what mindset you approach someone can completely affect the way that they perceive you. Do you agree? Tell me your thoughts in the comments. 

#Shorts #DatingAdvice #RelationshipAdvice #MatthewHussey","['matthew hussey', 'retreat', 'matthew hussey retreat', 'dating advice for women', 'self esteem', 'tony robbins', 'date with destiny', 'personal dynamics', 'seminar', 'self help', 'coaching', 'training', 'women’s retreat', 'high value woman', 'Matt Hussey', 'Get the guy', 'how to get the guy', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'core confidence', 'personal growth motivation']",PT52S,hd,false,126918,8088,52
101,GW4uWHIcbDk,2023-11-05T12:45:01Z,12 Hard Truths You Need to Know to Avoid Toxic Relationships,"►► Discover the 4 Secrets for Escaping Casual Dating Traps.
Claim Your FREE PASS for My Dating With Results Training at. . .
→ http://www.DatingWithResults.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
Have you ever felt like you had to walk on eggshells in a relationship? Or had a partner who criticized you or made you feel bad when you were succeeding? 

It’s often easier to see a toxic relationship from the outside than when you’re in the thick of it. Sometimes it can even be hard to tell the difference between something that can be worked on and a major red flag.
 
For today’s new video, I’ve gathered 12 of my most important pieces of advice over the years on how to spot a toxic relationship, set standards, and ultimately find the love you’re looking for so you don’t end up in a relationship that damages your self-confidence.


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Chapters ▼

0:00 – 0:20 ­– Introduction – Hard Truths
0:20 – 1:16 – They Inflict Damage
1:16 – 1:55 – They Treat Everything Like an Attack
1:55 – 2:40 – They Make You the Bad Guy
2:40 – 3:18 – You Get Love From Them at Your Low Points
3:18 – 4:28 – They’re Uncomfortable With Your Success
4:28 – 7:30 – “It Should No Longer Surprise Us”
7:30 – 8:44 – No New Reaction Is Going to Change Them
8:44 – 10:32 – The Danger of Empathy in a Toxic Relationship
10:32 – 13:23 – Who’s Taking Care of You?
13:23 ­– 15:42 – Listen to Your Resentment
15:42 – 16:45 – Convert Complaints to Standards 
16:45 – 18:07 – Don’t Expect It to Feel Good (Initially)
18:07 – 19:49 – Making Room for Real Love  
19:49 ­– 21:00 – Finding the Love You’re Looking for","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT21M1S,hd,false,73222,2466,119
102,Xb8DORR7910,2023-10-31T17:00:27Z,How to Stop Negative Thinking in Dating,"Few things can derail a date like catastrophic thinking. Thankfully, through self awareness, we can change the stories we tell ourselves. After all, life can change in a single moment. 

Do you agree? Tell me in the comments

Big thank you to Boss Babes podcast for having me, full episode on their channel

#Shorts #RelationshipAdvice #DatingAdvice #MatthewHussey","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT43S,hd,false,53737,3065,25
103,0Yri1k31Yq8,2023-10-29T12:45:00Z,Does Your ‘Number’ Matter?,"►► Discover the 4 Secrets for Escaping Casual Dating Traps.
Claim Your FREE PASS for My Dating With Results Training at. . .
→ http://www.DatingWithResults.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.


►► FREE Video Training: “Dating With Results” → http://www.DatingWithResults.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey

▼ Connect with Stephen ▼

Youtube → https://bit.ly/StephenHusseyYoutube

Instagram → http://bit.ly/StephenHusseyIG","['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt']",PT11M18S,hd,false,30162,939,413
